row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND > Số đầu năm
Phải trả người bán ngắn hạn (tiếp theo),Phải trả người bán ngắn hạn (tiếp theo),Phải trả người bán ngắn hạn (tiếp theo),Phải trả người bán ngắn hạn (tiếp theo),Phải trả người bán ngắn hạn (tiếp theo),Phải trả người bán ngắn hạn (tiếp theo),Phải trả người bán ngắn hạn (tiếp theo),,,,
Ông Vũ Quốc Thái,Phải trả người bán ngắn hạn (tiếp theo) > Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HDQT đến ngày 26 tháng 4 năm 2021,Mua hàng hóa và dịch vụ,15.000.000,15.000.000,,,15000000.0,15000000.0
Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Phải trả người bán ngắn hạn (tiếp theo) > Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty trong cùng Tập đoàn,Mua hàng hóa và dịch vụ,-,1.898.186.400,,,,1898186400.0
Công ty Cổ phần Thương Tín Tàu Cuốc,Phải trả người bán ngắn hạn (tiếp theo) > Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty Cổ phần Thương Tín Tàu Cuốc,Công ty con,Mua hàng hóa và dịch vụ,-,803.500.500,,,,803500500.0
,,,,,14.546.732.084,16.830.743.392,,,14546732084.0,16830743392.0
