row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,,
Công ty Cổ phần Khai thác và Quản lý Khu Công nghiệp Đặng Huỳnh,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Khai thác và Quản lý Khu Công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu Công nghiệp Đặng Huỳnh,Bên liên quan,Bán hàng hóa và dịch vụ,71.400.000.000,71.400.000.000,,,71400000000.0,71400000000.0
Công ty Cổ phần Toàn Hải Vân,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Bán hàng hóa và dịch vụ,1.000.000.000,-,,,1000000000.0,
,,,,,72.400.000.000,71.400.000.000,,,72400000000.0,71400000000.0
Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,,,,
Công ty Cổ phần May Tiến Phát,Phải thu khác ngắn hạn > Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty liên kết,Lãi cho vay,246.997.232.171,184.805.179.756,,,246997232171.0,184805179756.0
Công ty Cổ phần Toàn Hải Vân,Phải thu khác ngắn hạn > Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty trong cùng Tập đoàn,Lãi cho vay,211.623.764.376,147.283.252.584,,,211623764376.0,147283252584.0
Công ty Cổ phần Thành Thành Nam,Phải thu khác ngắn hạn > Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty trong cùng Tập đoàn,Đặt cọc,57.350.000.000,57.350.000.000,,,57350000000.0,57350000000.0
Công ty Cổ phần Thành Thành Nam,Phải thu khác ngắn hạn > Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty trong cùng Tập đoàn,Lãi cho vay,22.053.047.503,16.709.760.273,,,22053047503.0,16709760273.0
Công ty Cổ phần Đầu tư Bất động sản 66,Phải thu khác ngắn hạn > Công ty Cổ phần Đầu tư Bất động sản 66,Công ty Cổ phần Đầu tư Bất động sản 66,Đầu tư khác,Lãi cho vay,35.865.623.227,22.989.318.503,,,35865623227.0,22989318503.0
Bà Nguyễn Thùy Vân,Phải thu khác ngắn hạn > Bà Nguyễn Thùy Vân,Bà Nguyễn Thùy Vân,Chủ tịch HDQT,Tạm ứng cho công tác đèn bù đất,34.481.720.073,-,,,34481720073.0,
Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Phải thu khác ngắn hạn > Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Bên liên quan,Lãi cho vay,15.507.504.685,9.732.649.890,,,15507504685.0,9732649890.0
Bà Huỳnh Thảo Linh,Phải thu khác ngắn hạn > Bà Huỳnh Thảo Linh,Bà Huỳnh Thảo Linh,Bên liên quan,Tạm ứng cho công tác đèn bù đất,6.750.000.000,27.649.646.183,,,6750000000.0,27649646183.0
