row_label_raw,row_label_full,Đầu tư vào các công ty con (Thuyết minh số 18.1) > Đầu tư vào công ty liên kết (Thuyết minh số 18.2) > Đầu tư góp vốn vào các đơn vị khác(Thuyết minh số 18.3) > Đầu tư dài hạn khác (Thuyết minh số 18.4),Số cuối năm > 2.555.754.639.561 > 10.600.000.000 > 410.065.325.491 > 5.000.000.000,VND Số đầu năm > 2.518.965.672.911 > 10.600.000.000 > 256.432.650.491 > -,numeric__Số cuối năm > 2.555.754.639.561 > 10.600.000.000 > 410.065.325.491 > 5.000.000.000,numeric__VND Số đầu năm > 2.518.965.672.911 > 10.600.000.000 > 256.432.650.491 > -
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.981.419.965.052,2.785.998.323.402,2981419965052.0,2785998323402.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(85.067.508.345),(102.482.256.179),-85067508345.0,-102482256179.0
GIÁ TRI THUÀN,GIÁ TRI THUÀN,GIÁ TRI THUÀN,2.896.352.456.707,2.683.516.067.223,2896352456707.0,2683516067223.0
