row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,113.532.068.689,87.540.554.755,113532068689.0,87540554755.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,91.093.722.697,17.568.244.209,91093722697.0,17568244209.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,7.480.266.514,9.309.519.087,7480266514.0,9309519087.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,3.551.619.190,52.176.228.227,3551619190.0,52176228227.0
Chi phí khác,Chi phí khác,Chi phí khác,11.406.460.288,8.486.563.232,11406460288.0,8486563232.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,63.155.900.060,65.385.010.491,63155900060.0,65385010491.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,31.053.635.234,17.604.850.656,31053635234.0,17604850656.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,27.313.410.749,28.118.906.381,27313410749.0,28118906381.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,2.126.760.024,1.698.926.297,2126760024.0,1698926297.0
Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,451.182.698,994.830.198,451182698.0,994830198.0
Chi phí khác,Chi phí khác,Chi phí khác,2.210.911.355,16.967.496.959,2210911355.0,16967496959.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,176.687.968.749,152.925.565.246,176687968749.0,152925565246.0
