row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Gia Lai,"20,00%","Từ vấn, khảo sát, thiết kế, giám sát, lập dự toán, thi công công trình",,0.2,
Công ty Cổ phần Năng Lượng Điện gió CP1 Wind,Công ty Cổ phần Năng Lượng Điện gió CP1 Wind,Công ty Cổ phần Năng Lượng Điện gió CP1 Wind,Gia Lai,"41,96%",Sản xuất điện gió,,0.41960000000000003,
Công ty Cổ phần Năng Lượng Điện gió CP2 Wind,Công ty Cổ phần Năng Lượng Điện gió CP2 Wind,Công ty Cổ phần Năng Lượng Điện gió CP2 Wind,Gia Lai,"41,37%",Sản xuất điện gió,,0.41369999999999996,
Công ty Cổ phần Năng Lượng Điện mặt trời CP 3 Solar,Công ty Cổ phần Năng Lượng Điện mặt trời CP 3 Solar,Công ty Cổ phần Năng Lượng Điện mặt trời CP 3 Solar,Gia Lai,"48,89%",Sản xuất điện mặt trời,,0.4889,
Công ty Cổ phần Năng Lượng Điện mặt trời Chư Puh 4 Solar,Công ty Cổ phần Năng Lượng Điện mặt trời Chư Puh 4 Solar,Công ty Cổ phần Năng Lượng Điện mặt trời Chư Puh 4 Solar,Gia Lai,"46,66%",Sản xuất điện mặt trời,,0.46659999999999996,
