row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,427.467.162.041,261.095.427.440,1.0,,427467162041.0,261095427440.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,,,
Khấu hao TSCĐ và BĐSĐT,Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSĐT,Khấu hao TSCĐ và BĐSĐT,02,,242.031.798.503,250.787.761.400,2.0,,242031798503.0,250787761400.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,(117.970.178.298),199.113.838.859,3.0,,-117970178298.0,199113838859.0
"Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Điều chỉnh cho các khoản > Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,8.128.220.560,(8.739.182.331),4.0,,8128220560.0,-8739182331.0
"Lãi, lỗ hoạt động đầu tư","Điều chỉnh cho các khoản > Lãi, lỗ hoạt động đầu tư","Lãi, lỗ hoạt động đầu tư",05,,(303.087.320.158),(247.002.515.209),5.0,,-303087320158.0,-247002515209.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,228.136.583.441,287.399.089.090,6.0,,228136583441.0,287399089090.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,484.706.266.089,742.654.419.249,8.0,,484706266089.0,742654419249.0
Tăng giảm các khoản phải thu,Điều chỉnh cho các khoản > Tăng giảm các khoản phải thu,Tăng giảm các khoản phải thu,09,,(82.354.243.162),83.927.018.311,9.0,,-82354243162.0,83927018311.0
Tăng giảm hàng tồn kho,Điều chỉnh cho các khoản > Tăng giảm hàng tồn kho,Tăng giảm hàng tồn kho,10,,(356.468.468),63.657.505.702,10.0,,-356468468.0,63657505702.0
"Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(57.489.417.793),(308.797.777.227),11.0,,-57489417793.0,-308797777227.0
Tăng giảm chi phí trả trước,Điều chỉnh cho các khoản > Tăng giảm chi phí trả trước,Tăng giảm chi phí trả trước,12,,52.589.974.730,69.213.539.029,12.0,,52589974730.0,69213539029.0
Tăng giảm chứng khoán kinh doanh,Điều chỉnh cho các khoản > Tăng giảm chứng khoán kinh doanh,Tăng giảm chứng khoán kinh doanh,13,,(175.000.000.000),-,13.0,,-175000000000.0,
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(106.627.186.044),(451.629.411.310),14.0,,-106627186044.0,-451629411310.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(11.244.724.736),(10.194.860.832),15.0,,-11244724736.0,-10194860832.0
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(5.000.000),(726.084.800),17.0,,-5000000.0,-726084800.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,104.219.200.616,188.104.348.122,20.0,,104219200616.0,188104348122.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các TS dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các TS dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các TS dài hạn khác",21,,(4.910.799.746),(1.853.049.074),21.0,,-4910799746.0,-1853049074.0
"Tiền thu thanh lý, nhượng bán TSCĐ và các TS dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu thanh lý, nhượng bán TSCĐ và các TS dài hạn khác","Tiền thu thanh lý, nhượng bán TSCĐ và các TS dài hạn khác",22,,100.000.000,-,22.0,,100000000.0,
