row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,1.850.417.441.563,1.513.597.804.072,100.0,,1850417441563.0,1513597804072.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,29.140.262.013,95.024.595.087,110.0,5.0,29140262013.0,95024595087.0
Tiền,Tiền,Tiền,111,,29.140.262.013,95.024.595.087,111.0,,29140262013.0,95024595087.0
Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,120,,282.450.000.000,-,120.0,,282450000000.0,
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,15,175.000.000.000,-,121.0,15.0,175000000000.0,
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,15,107.450.000.000,-,123.0,15.0,107450000000.0,
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,1.432.994.556.314,1.304.127.171.255,130.0,,1432994556314.0,1304127171255.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,1.179.961.970.065,714.795.522.455,131.0,6.0,1179961970065.0,714795522455.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,51.198.099.276,51.578.029.852,132.0,7.0,51198099276.0,51578029852.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,1.518.237.128.491,1.984.553.459.367,135.0,8.0,1518237128491.0,1984553459367.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,136,9,732.371.786.143,729.116.507.644,136.0,9.0,732371786143.0,729116507644.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,,(2.048.774.427.661),(2.175.916.348.063),137.0,,-2048774427661.0,-2175916348063.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,10,103.821.866.939,112.637.140.575,140.0,10.0,103821866939.0,112637140575.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,198.159.707.362,197.803.238.894,141.0,,198159707362.0,197803238894.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(94.337.840.423),(85.166.098.319),149.0,,-94337840423.0,-85166098319.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,2.010.756.297,1.808.897.155,150.0,,2010756297.0,1808897155.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,16,412.988.655,344.396.455,151.0,16.0,412988655.0,344396455.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,835.511.034,739.411.997,152.0,,835511034.0,739411997.0
Thuế và các khoản khác phải thu,Thuế và các khoản khác phải thu,Thuế và các khoản khác phải thu,153,22,762.256.608,725.088.703,153.0,22.0,762256608.0,725088703.0
Nhà nước,Nhà nước,Nhà nước,,,,,,,,
TÀI SẢN DÀI HẠN,Nhà nước > TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,2.365.492.863.024,2.834.771.664.736,200.0,,2365492863024.0,2834771664736.0
Các khoản phải thu dài hạn,Nhà nước > Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,397.794.954.599,387.874.470.839,210.0,,397794954599.0,387874470839.0
Phải thu về cho vay dài hạn,Nhà nước > Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8,51.781.235.000,386.606.735.839,215.0,8.0,51781235000.0,386606735839.0
Phải thu dài hạn khác,Nhà nước > Phải thu dài hạn khác,Phải thu dài hạn khác,216,9,346.014.654.599,1.268.670.000,216.0,9.0,346014654599.0,1268670000.0
Dự phòng phải thu dài hạn khó đòi,Nhà nước > Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,(935.000),(935.000),219.0,,-935000.0,-935000.0
Tài sản cố định,Nhà nước > Tài sản cố định,Tài sản cố định,220,,1.415.495.459.683,2.180.546.884.151,220.0,,1415495459683.0,2180546884151.0
Tài sản cố định hữu hình,Nhà nước > Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,11,1.415.495.459.683,2.180.546.884.151,221.0,11.0,1415495459683.0,2180546884151.0
- Nguyên giá,Nhà nước > - Nguyên giá,- Nguyên giá,222,,2.123.429.377.548,3.391.174.051.294,222.0,,2123429377548.0,3391174051294.0
- Giá trị hao mòn lũy kế,Nhà nước > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(707.933.917.865),(1.210.627.167.143),223.0,,-707933917865.0,-1210627167143.0
Tài sản cố định vô hình,Nhà nước > Tài sản cố định vô hình,Tài sản cố định vô hình,227,12,-,-,227.0,12.0,,
- Nguyên giá,Nhà nước > - Nguyên giá,- Nguyên giá,228,,399.336.795,479.336.795,228.0,,399336795.0,479336795.0
- Giá trị hao mòn lũy kế,Nhà nước > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(399.336.795),(479.336.795),229.0,,-399336795.0,-479336795.0
Bất động sản đầu tư,Nhà nước > Bất động sản đầu tư,Bất động sản đầu tư,230,13,24.921.873.504,26.183.036.340,230.0,13.0,24921873504.0,26183036340.0
- Nguyên giá,Nhà nước > - Nguyên giá,- Nguyên giá,231,,56.149.693.891,56.149.693.891,231.0,,56149693891.0,56149693891.0
- Giá trị hao mòn lũy kế,Nhà nước > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(31.227.820.387),(29.966.657.551),232.0,,-31227820387.0,-29966657551.0
Tài sản dở dang dài hạn,Nhà nước > Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,36.485.425.587,47.695.357.995,240.0,,36485425587.0,47695357995.0
Chi phí xây dựng cơ bản dở dang,Nhà nước > Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,14,36.485.425.587,47.695.357.995,242.0,14.0,36485425587.0,47695357995.0
Đầu tư tài chính dài hạn,Nhà nước > Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,15,376.954.248.740,7.091.938.500,250.0,15.0,376954248740.0,7091938500.0
"Đầu tư vào công ty liên doanh, liên kết","Nhà nước > Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,370.954.248.740,7.091.938.500,252.0,,370954248740.0,7091938500.0
Đầu tư góp vốn vào đơn vị khác,Nhà nước > Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,6.480.000.000,480.000.000,253.0,,6480000000.0,480000000.0
Dự phòng đầu tư tài chính dài hạn,Nhà nước > Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(480.000.000),(480.000.000),254.0,,-480000000.0,-480000000.0
Tài sản dài hạn khác,Nhà nước > Tài sản dài hạn khác,Tài sản dài hạn khác,260,,113.840.900.911,185.379.976.911,260.0,,113840900911.0,185379976911.0
Chi phí trả trước dài hạn,Nhà nước > Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,16,26.284.902.084,78.943.469.014,261.0,16.0,26284902084.0,78943469014.0
Tài sản thuế thu nhập hoãn lại,Nhà nước > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,8.183.487.262,9.935.258.577,262.0,,8183487262.0,9935258577.0
Lợi thế thương mại,Nhà nước > Lợi thế thương mại,Lợi thế thương mại,269,17,79.372.511.565,96.501.249.320,269.0,17.0,79372511565.0,96501249320.0
TỔNG CỘNG TÀI SẢN,Nhà nước > TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,4.215.910.304.587,4.348.369.468.808,270.0,,4215910304587.0,4348369468808.0
