row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị VND,31/12/2025 > Dự phòng VND,01/01/2025 > Giá trị VND,01/01/2025 > Dự phòng VND,numeric__31/12/2025 > Giá trị VND,numeric__31/12/2025 > Dự phòng VND,numeric__01/01/2025 > Giá trị VND,numeric__01/01/2025 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,732.371.786.143,(640.833.951.054),729.116.507.644,(563.562.974.955),732371786143.0,-640833951054.0,729116507644.0,-563562974955.0
- Phải thu về lãi cho vay (1),- Phải thu về lãi cho vay (1),- Phải thu về lãi cho vay (1),710.981.854.035,(636.066.235.230),615.726.947.339,(560.747.550.690),710981854035.0,-636066235230.0,615726947339.0,-560747550690.0
- Công ty TNHH Đức Long Dùng Quát,- Công ty TNHH Đức Long Dùng Quát,- Công ty TNHH Đức Long Dùng Quát,-,-,107.470.200.000,-,,,107470200000.0,
- Tạm ứng,- Tạm ứng,- Tạm ứng,3.736.516.936,(3.071.246.621),3.879.920.340,(1.192.291.562),3736516936.0,-3071246621.0,3879920340.0,-1192291562.0
- Ký cược ký quỹ,- Ký cược ký quỹ,- Ký cược ký quỹ,50.000.000,-,50.000.000,-,50000000.0,,50000000.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,17.603.415.172,(1.696.469.203),1.989.439.965,(1.623.132.703),17603415172.0,-1696469203.0,1989439965.0,-1623132703.0
Dài hạn,Dài hạn,Dài hạn,346.014.654.599,-,1.268.670.000,-,346014654599.0,,1268670000.0,
- Ký cược ký quỹ,- Ký cược ký quỹ,- Ký cược ký quỹ,1.268.670.000,-,1.268.670.000,-,1268670000.0,,1268670000.0,
- Công ty CP Trồng Rùng và Cây Công Nghiệp ĐLGL (2),- Công ty CP Trồng Rùng và Cây Công Nghiệp ĐLGL (2),- Công ty CP Trồng Rùng và Cây Công Nghiệp ĐLGL (2),344.745.984.599,-,-,-,344745984599.0,,,
,,,1.078.386.440.742,(640.833.951.054),730.385.177.644,(563.562.974.955),1078386440742.0,-640833951054.0,730385177644.0,-563562974955.0
Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),253.619.166.290,,233.309.193.939,,253619166290.0,,233309193939.0,
