row_label_raw,row_label_full,Số dư đầu năm > - Phân bổ trong năm,Năm 2025VND > 96.501.249.320 > (17.128.737.755),Năm 2024VND > 163.135.543.136 > (39.501.686.423),numeric__Năm 2025VND > 96.501.249.320 > (17.128.737.755),numeric__Năm 2024VND > 163.135.543.136 > (39.501.686.423)
- Ảnh hưởng do chuyển đổi tỷ giá,- Ảnh hưởng do chuyển đổi tỷ giá,- Ảnh hưởng do chuyển đổi tỷ giá,-,1.708.655.805,,1708655805.0
- Thanh lý Công ty con,- Thanh lý Công ty con,- Thanh lý Công ty con,,(28.841.263.198),,-28841263198.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,79.372.511.565,96.501.249.320,79372511565.0,96501249320.0
