row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,62.307.692,6.996.486.968,62307692.0,6996486968.0
- Chi phí nhân viên bán hàng,- Chi phí nhân viên bán hàng,- Chi phí nhân viên bán hàng,62.307.692,86.595.784,62307692.0,86595784.0
- Chi phí hoa hồng,- Chi phí hoa hồng,- Chi phí hoa hồng,-,2.214.467.603,,2214467603.0
- Chi phí vận chuyển,- Chi phí vận chuyển,- Chi phí vận chuyển,-,2.852.073.472,,2852073472.0
- Các chi phí bằng tiền khác,- Các chi phí bằng tiền khác,- Các chi phí bằng tiền khác,-,1.843.350.109,,1843350109.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,(76.859.805.664),374.123.722.931,-76859805664.0,374123722931.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",105.631.718,802.956.959,105631718.0,802956959.0
- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,11.070.615.812,42.073.388.692,11070615812.0,42073388692.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,4.328.313.547,15.164.372.568,4328313547.0,15164372568.0
"- Thuế, phí và lệ phí","- Thuế, phí và lệ phí","- Thuế, phí và lệ phí",3.000.000,6.653.213,3000000.0,6653213.0
- Chi phí/(Hoàn nhập) dự phòng,- Chi phí/(Hoàn nhập) dự phòng,- Chi phí/(Hoàn nhập) dự phòng,(117.655.029.200),241.638.291.003,-117655029200.0,241638291003.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,8.158.924.704,34.936.374.073,8158924704.0,34936374073.0
- Lợi thế thương mại phân bổ,- Lợi thế thương mại phân bổ,- Lợi thế thương mại phân bổ,17.128.737.755,39.501.686.423,17128737755.0,39501686423.0
,,,(76.797.497.972),381.120.209.899,-76797497972.0,381120209899.0
"Các khoản chi phí bán hàng, chi phí quản lý","Các khoản chi phí bán hàng, chi phí quản lý","Các khoản chi phí bán hàng, chi phí quản lý",54.545.456,54.545.456,54545456.0,54545456.0
