row_label_raw,row_label_full,Khoản mục > 01/01/2024 > - Lãi/lỗ trong năm,Vốn đầu tư của chủ sở hữu > VND > 2.993.097.200.000 > -,Thặng dư vốn cổ phần > VND > 50.510.908.328 > -,Chênh lệch tỷ giá hối đoái > VND > 6.703.405.604 > -,Quỹ đầu tư phát triển > VND > 6.196.436.959 > -,Lợi nhuận sau thuế chưa phân phối > VND > (2.664.379.511.213) > 207.913.506.193,Lợi ích cổ đông không kiểm soát > VND > 135.386.406.248 > 36.117.702.263,Tổng cộng > VND > 527.514.845.926 > 244.031.208.456,numeric__Vốn đầu tư của chủ sở hữu > VND > 2.993.097.200.000 > -,numeric__Thặng dư vốn cổ phần > VND > 50.510.908.328 > -,numeric__Chênh lệch tỷ giá hối đoái > VND > 6.703.405.604 > -,numeric__Quỹ đầu tư phát triển > VND > 6.196.436.959 > -,numeric__Lợi nhuận sau thuế chưa phân phối > VND > (2.664.379.511.213) > 207.913.506.193,numeric__Lợi ích cổ đông không kiểm soát > VND > 135.386.406.248 > 36.117.702.263,numeric__Tổng cộng > VND > 527.514.845.926 > 244.031.208.456
- Chênh lệch tỷ giá chuyển đổi Báo,- Chênh lệch tỷ giá chuyển đổi Báo,- Chênh lệch tỷ giá chuyển đổi Báo,-,-,3.836.953.374,-,-,89.121.909,3.926.075.283,,,3836953374.0,,,89121909.0,3926075283.0
- Thanh lý Công ty con,- Thanh lý Công ty con,- Thanh lý Công ty con,-,-,(10.540.358.978),-,-,(4.238.424.692),(14.778.783.670),,,-10540358978.0,,,-4238424692.0,-14778783670.0
- Chia cổ tức,- Chia cổ tức,- Chia cổ tức,-,-,-,-,-,(8.820.000.000),(8.820.000.000),,,,,,-8820000000.0,-8820000000.0
31/12/2024,31/12/2024,31/12/2024,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(2.456.466.005.020),158.534.805.728,751.873.345.995,2993097200000.0,50510908328.0,,6196436959.0,-2456466005020.0,158534805728.0,751873345995.0
01/01/2025,01/01/2025,01/01/2025,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(2.456.466.005.020),158.534.805.728,751.873.345.995,2993097200000.0,50510908328.0,,6196436959.0,-2456466005020.0,158534805728.0,751873345995.0
- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,-,-,-,-,364.693.362.743,52.503.677.727,417.197.040.470,,,,,364693362743.0,52503677727.0,417197040470.0
- Thanh lý Công ty con (*),- Thanh lý Công ty con (*),- Thanh lý Công ty con (*),-,-,-,-,-,(164.827.953.746),(164.827.953.746),,,,,,-164827953746.0,-164827953746.0
- Chia cổ tức (**),- Chia cổ tức (**),- Chia cổ tức (**),-,-,-,-,-,(8.820.000.000),(8.820.000.000),,,,,,-8820000000.0,-8820000000.0
31/12/2025,31/12/2025,31/12/2025,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(2.091.772.642.277),37.390.529.709,995.422.432.719,2993097200000.0,50510908328.0,,6196436959.0,-2091772642277.0,37390529709.0,995422432719.0
