row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,642.524.860.464,966.416.078.355,,,642524860464.0,966416078355.0
110,110,110,Tiền và các khoản tương đương tiền,3,78.705.218.186,572.264.189.785,,3.0,78705218186.0,572264189785.0
111,111,111,Tiền,,21.705.218.186,15.247.093.885,,,21705218186.0,15247093885.0
112,112,112,Các khoản tương đương tiền,,57.000.000.000,557.017.095.900,,,57000000000.0,557017095900.0
120,120,120,Đầu tư tài chính ngắn hạn,,-,252.000.000.000,,,,252000000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,,-,252.000.000.000,,,,252000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,309.833.249.928,100.872.524.438,,,309833249928.0,100872524438.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,102.559.633.365,72.023.088.780,,4.0,102559633365.0,72023088780.0
132,132,132,Trả trước cho người bán ngắn hạn,5,25.266.691.276,3.964.652.165,,5.0,25266691276.0,3964652165.0
135,135,135,Phải thu về cho vay ngắn hạn,6,130.200.000.000,1.291.000.000,,6.0,130200000000.0,1291000000.0
136,136,136,Phải thu ngắn hạn khác,7(a),51.806.925.287,23.590.996.316,,,51806925287.0,23590996316.0
139,139,139,Tài sản thiếu chờ xử lý,,-,2.787.177,,,,2787177.0
140,140,140,Hàng tồn kho,,228.892.255.271,7.897.779.840,,,228892255271.0,7897779840.0
141,141,141,Hàng tồn kho,8,228.892.255.271,7.897.779.840,,8.0,228892255271.0,7897779840.0
150,150,150,Tài sản ngắn hạn khác,,25.094.137.079,33.381.584.292,,,25094137079.0,33381584292.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),3.033.804.977,3.171.334.425,,,3033804977.0,3171334425.0
152,152,152,"Thuế Giá trị Gia tăng ""GTGT"" được khấu trừ",,22.060.332.102,30.210.249.867,,,22060332102.0,30210249867.0
200,200,200,TÀI SẢN DÀI HẠN,,3.905.600.220.009,2.942.966.568.403,,,3905600220009.0,2942966568403.0
210,210,210,Các khoản phải thu dài hạn,,568.204.382,780.499.803,,,568204382.0,780499803.0
216,216,216,Phải thu dài hạn khác,7(b),1.259.387.882,1.271.341.882,,,1259387882.0,1271341882.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(691.183.500),(490.842.079),,,-691183500.0,-490842079.0
220,220,220,Tài sản cố định,,2.570.481.534.371,2.543.636.227.324,,,2570481534371.0,2543636227324.0
221,221,221,Tài sản cố định hữu hình,10(a),2.561.630.907.786,2.539.816.319.252,,,2561630907786.0,2539816319252.0
222,222,222,Nguyên giá,,3.091.565.645.737,2.912.839.214.826,,,3091565645737.0,2912839214826.0
223,223,223,Giá trị khấu hao lũy kế,,(529.934.737.951),(373.022.895.574),,,-529934737951.0,-373022895574.0
227,227,227,Tài sản cố định vô hình,10(b),8.850.626.585,3.819.908.072,,,8850626585.0,3819908072.0
228,228,228,Nguyên giá,,9.788.567.784,4.571.417.184,,,9788567784.0,4571417184.0
229,229,229,Giá trị khấu hao lũy kế,,(937.941.199),(751.509.112),,,-937941199.0,-751509112.0
240,240,240,Tài sản dở dang dài hạn,,8.368.479.489,15.186.876.903,,,8368479489.0,15186876903.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,8.368.479.489,15.186.876.903,,11.0,8368479489.0,15186876903.0
250,250,250,Đầu tư tài chính dài hạn,,1.305.701.413.681,364.467.860.449,,,1305701413681.0,364467860449.0
251,251,251,Đầu tư vào công ty con,12(a),1.307.965.896.909,366.935.646.909,,,1307965896909.0,366935646909.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,12(b),2.600.000.000,-,,,2600000000.0,
254,254,254,Dự phòng đầu tư tài chính dài hạn,,(4.864.483.228),(2.467.786.460),,,-4864483228.0,-2467786460.0
260,260,260,Tài sản dài hạn khác,,20.480.588.086,18.895.103.924,,,20480588086.0,18895103924.0
261,261,261,Chi phí trả trước dài hạn,9(b),20.480.588.086,18.895.103.924,,,20480588086.0,18895103924.0
270,270,270,TỔNG TÀI SẢN,,4.548.125.080.473,3.909.382.646.758,,,4548125080473.0,3909382646758.0
