row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày đầu năm,Nguyên giá > Tại ngày đầu năm,Tại ngày đầu năm,3.868.178.000,486.500.000,216.739.184,4.571.417.184,3868178000.0,486500000.0,216739184.0,4571417184.0
Chuyển từ xây dựng cơ bản dở dang(Thuyết minh 11),Nguyên giá > Chuyển từ xây dựng cơ bản dở dang(Thuyết minh 11),Chuyển từ xây dựng cơ bản dở dang(Thuyết minh 11),-,5.217.150.600,-,5.217.150.600,,5217150600.0,,5217150600.0
Tại ngày cuối năm,Nguyên giá > Tại ngày cuối năm,Tại ngày cuối năm,3.868.178.000,5.703.650.600,216.739.184,9.788.567.784,3868178000.0,5703650600.0,216739184.0,9788567784.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,
Tại ngày 1 tháng 1 năm 2019,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2019,Tại ngày 1 tháng 1 năm 2019,287.116.653,328.110.916,136.281.543,751.509.112,287116653.0,328110916.0,136281543.0,751509112.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,77.428.356,79.974.866,29.028.865,186.432.087,77428356.0,79974866.0,29028865.0,186432087.0
Tại ngày cuối năm,Khấu hao lũy kế > Tại ngày cuối năm,Tại ngày cuối năm,364.545.009,408.085.782,165.310.408,937.941.199,364545009.0,408085782.0,165310408.0,937941199.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,3.581.061.347,158.389.084,80.457.641,3.819.908.072,3581061347.0,158389084.0,80457641.0,3819908072.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,3.503.632.991,5.295.564.818,51.428.776,8.850.626.585,3503632991.0,5295564818.0,51428776.0,8850626585.0
