row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRẢ,,2.209.126.396.802,1.741.575.548.237,,,2209126396802.0,1741575548237.0
310,310,310,Nợ ngắn hạn,,539.080.423.721,381.118.713.750,,,539080423721.0,381118713750.0
311,311,311,Phải trả người bán ngắn hạn,13,16.846.619.837,315.198.040.326,,13.0,16846619837.0,315198040326.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.270.400.000,594.400.000,,,1270400000.0,594400000.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14,6.748.006.278,8.459.725.103,,14.0,6748006278.0,8459725103.0
314,314,314,Phải trả người lao động,,7.182.217,1.840.797,,,7182217.0,1840797.0
315,315,315,Chi phí phải trả ngắn hạn,15,4.993.911.728,3.133.443.028,,15.0,4993911728.0,3133443028.0
319,319,319,Phải trả ngắn hạn khác,16,121.811.458.185,4.484.502.606,,16.0,121811458185.0,4484502606.0
320,320,320,Vay ngắn hạn,17(a),371.935.322.960,40.660.660.000,,,371935322960.0,40660660000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",18,15.467.522.516,8.586.101.890,,18.0,15467522516.0,8586101890.0
330,330,330,Nợ dài hạn,,1.670.045.973.081,1.360.456.834.487,,,1670045973081.0,1360456834487.0
338,338,338,Vay dài hạn,17(b),1.666.461.456.661,1.356.889.164.636,,,1666461456661.0,1356889164636.0
342,342,342,Dự phòng phải trả dài hạn,,2.994.424.750,2.994.424.750,,,2994424750.0,2994424750.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,590.091.670,573.245.101,,,590091670.0,573245101.0
400,400,400,VỐN CHỦ SỞ HỮU,,2.338.998.683.671,2.167.807.098.521,,,2338998683671.0,2167807098521.0
410,410,410,Vốn chủ sở hữu,,2.338.998.683.671,2.167.807.098.521,,,2338998683671.0,2167807098521.0
411,411,411,Vốn góp của chủ sở hữu,"19, 20",2.038.916.770.000,1.941.825.500.000,,,2038916770000.0,1941825500000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.038.916.770.000,1.941.825.500.000,,,2038916770000.0,1941825500000.0
412,412,412,Thặng dư vốn cổ phần,20,38.672.862.153,28.963.735.153,,20.0,38672862153.0,28963735153.0
418,418,418,Quỹ đầu tư phát triển,20,35.594.096.475,24.927.813.411,,20.0,35594096475.0,24927813411.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",20,225.814.955.043,172.090.049.957,,20.0,225814955043.0,172090049957.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,32.013.494.071,44.201.454.253,,,32013494071.0,44201454253.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,193.801.460.972,127.888.595.704,,,193801460972.0,127888595704.0
440,440,440,TỔNG NGUỒN VỐN,,4.548.125.080.473,3.909.382.646.758,,,4548125080473.0,3909382646758.0
