row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,22,748.808.477.220,314.813.574.479,,22.0,748808477220.0,314813574479.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,23,371.719.402.706,138.908.459.543,,23.0,371719402706.0,138908459543.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,377.089.074.514,175.905.114.936,,,377089074514.0,175905114936.0
21,21,21,Doanh thu hoạt động tài chính,24,97.284.887.684,62.941.473.166,,24.0,97284887684.0,62941473166.0
22,22,22,Chi phí tài chính,25,161.710.336.099,35.757.646.555,,25.0,161710336099.0,35757646555.0
23,23,23,- Trong đó: Chi phí lãi vay,25,153.733.601.190,32.343.782.642,,25.0,153733601190.0,32343782642.0
25,25,25,Chi phí bán hàng,,624.900.198,588.486.215,,,624900198.0,588486215.0
26,26,26,Chi phí quản lý doanh nghiệp,26,91.254.315.087,65.322.353.098,,26.0,91254315087.0,65322353098.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,220.784.410.814,137.178.102.234,,,220784410814.0,137178102234.0
31,31,31,Thu nhập khác,,994.167.555,15.011.146.609,,,994167555.0,15011146609.0
32,32,32,Chi phí khác,,471.430.346,3.101.800.798,,,471430346.0,3101800798.0
40,40,40,Lợi nhuận khác (40 = 31 - 32),,522.737.209,11.909.345.811,,,522737209.0,11909345811.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,221.307.148.023,149.087.448.045,,,221307148023.0,149087448045.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",27,4.056.742.103,10.196.200.217,,27.0,4056742103.0,10196200217.0
52,52,52,Chi phí thuế TNDN hoãn lại,27,-,598.884.950,,27.0,,598884950.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,217.250.405.920,138.292.362.878,,,217250405920.0,138292362878.0
