row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận kế toán trước thuế,,221.307.148.023,149.087.448.045,,,221307148023.0,149087448045.0
,,,Điều chỉnh cho các khoản:,,,,,,,
02,02,02,"Khấu hao tài sản cố định (""TSCĐ"")",,160.944.304.110,64.719.818.906,,,160944304110.0,64719818906.0
03,03,03,Các khoản dự phòng,,2.597.038.189,2.613.037.364,,,2597038189.0,2613037364.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,524.057,812.475.367,,,524057.0,812475367.0
05,05,05,Lãi từ hoạt động đầu tư,,(97.101.307.081),(73.946.379.386),,,-97101307081.0,-73946379386.0
06,06,06,Chi phí lãi vay,25,153.733.601.190,32.343.782.642,,25.0,153733601190.0,32343782642.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,441.481.308.488,175.630.182.938,,,441481308488.0,175630182938.0
09,09,09,Tăng các khoản phải thu,,(44.423.061.499),(43.519.026.193),,,-44423061499.0,-43519026193.0
10,10,10,Tăng hàng tồn kho,,(220.878.112.931),(143.155.050),,,-220878112931.0,-143155050.0
11,11,11,Giảm các khoản phải trả,,(4.692.000.617),(24.012.976.535),,,-4692000617.0,-24012976535.0
12,12,12,Tăng chi phí trả trước,,(1.447.954.714),(9.386.839.915),,,-1447954714.0,-9386839915.0
14,14,14,Tiền lãi vay đã trả,,(151.913.665.904),(31.086.333.528),,,-151913665904.0,-31086333528.0
15,15,15,Thuế TNDN đã nộp,14,(4.917.194.997),(10.991.619.254),,14.0,-4917194997.0,-10991619254.0
17,17,17,Tiền chi khác từ hoạt động kinh doanh,,(10.050.012.144),(7.550.973.662),,,-10050012144.0,-7550973662.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,3.159.305.682,48.939.258.801,,,3159305682.0,48939258801.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,21,21,"Tiền chi đề mua sắm, xây dựng TSCĐ",,(482.287.626.708),(1.538.690.314.680),,,-482287626708.0,-1538690314680.0
22,22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ",,2.405.970.627,19.600.831.000,,,2405970627.0,19600831000.0
23,23,23,Tiền chi cho vay,,(254.600.000.000),(276.400.000.000),,,-254600000000.0,-276400000000.0
24,24,24,Tiền thu hồi cho vay,,377.691.000.000,148.869.250.000,,,377691000000.0,148869250000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(825.807.610.000),(110.070.000.000),,,-825807610000.0,-110070000000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,73.599.167.020,86.681.532.124,,,73599167020.0,86681532124.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.108.999.099.061),(1.670.008.701.556),,,-1108999099061.0,-1670008701556.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu,,106.800.397.000,971.069.898.000,,,106800397000.0,971069898000.0
33,33,33,Tiền thu từ đi vay,,996.316.201.250,1.427.594.833.806,,,996316201250.0,1427594833806.0
34,34,34,Tiền chi trả nợ gốc vay,,(354.997.762.927),(188.566.703.169),,,-354997762927.0,-188566703169.0
36,36,36,Tiền cổ tức đã trả cho chủ sở hữu,,(135.835.944.900),(96.672.260.772),,,-135835944900.0,-96672260772.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,612.282.890.423,2.113.425.767.865,,,612282890423.0,2113425767865.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(493.556.902.956),492.356.325.110,,,-493556902956.0,492356325110.0
60,60,60,Tiền và tương đương tiền đầu năm,3,572.264.189.785,79.904.952.746,,3.0,572264189785.0,79904952746.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(2.068.643),2.911.929,,,-2068643.0,2911929.0
70,70,70,Tiền và tương đương tiền cuối năm,3,78.705.218.186,572.264.189.785,,3.0,78705218186.0,572264189785.0
