row_label_raw,row_label_full,col_0,col_1,Địa điểm,Lĩnh vực kinh doanh,numeric__col_1,numeric__Địa điểm,numeric__Lĩnh vực kinh doanh
a),a),a),Công ty con đang hoạt động,Công ty con đang hoạt động,Công ty con đang hoạt động,,,
a),a),a),Công ty Cổ phần Thủy điện Gia Lai,Tỉnh Gia Lai,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty TNHH Một thành viên Thủy điện Thương Lộ,Tỉnh Thừa Thiên Huế,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Tỉnh Gia Lai,"Xây dựng các công trình thủy điện vừa và nhỏ, sản xuất bề tông và các sản phẩm từ xi măng và thạch cao",,,
a),a),a),Công ty Cổ phần Thủy điện Kênh Bắc – Ayun Hạ,Tỉnh Gia Lai,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty Cổ phần Điện TTC Tây Sơn – Bình Định,Tỉnh Bình Định,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Tỉnh Bình Định,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty Cổ phần Điện TTC Đức Huệ - Long An,Tỉnh Long An,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty Cổ phần Điện Mặt trời TTC Đức Huệ -Long An,Tỉnh Long An,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Tỉnh Gia Lai,Hoạt động kiến trúc và tư vấn kỹ thuật,,,
a),a),a),Công ty Cổ phần Nhà máy Điện Mặt trời Trúc Sơn,Tỉnh Đắk Nông,"Sản xuất, truyền tải và phân phối điện",,,
a),a),a),Công ty Cổ phần Năng lượng VPL,Tỉnh Bến Tre,"Sản xuất, truyền tải và phân phối điện",,,
b),b),b),"Công ty con đã thành lập, nhưng chưa góp vốnCông ty Cổ phần Điện TTC Bắc Bình – Bình Thuận",Tỉnh Bình Thuận,"Sản xuất, truyền tải và phân phối điện",,,
b),b),b),Công ty Cổ phần Điện Mặt trời TTC Bắc Bình – Bình Thuận,Tỉnh Bình Thuận,"Sản xuất, truyền tải và phân phối điện",,,
b),b),b),Công ty Cổ phần Năng lượng TTC Bắc Bình - Bình Thuận,Tỉnh Bình Thuận,"Sản xuất, truyền tải và phân phối điện",,,
b),b),b),Công ty TNHH Một Thành viên Điện Mặt trời Phong Điền,Tỉnh Thừa Thiên Huế,"Sản xuất, truyền tải và phân phối điện",,,
