row_label_raw,row_label_full,Năm nay VND,Năm trước VND,numeric__Năm trước VND
47.677.456.000,47.677.456.000,47.677.456.000,47.677.456.000,47677456000.0
18.946.810.583,18.946.810.583,18.946.810.583,1.225.067.888,1225067888.0
9.800.000.000,9.800.000.000,9.800.000.000,-,
9.800.000.000,9.800.000.000,9.800.000.000,-,
1.097.766.947,9.800.000.000 > 1.097.766.947,1.097.766.947,669.232.252,669232252.0
527.415.965,527.415.965,527.415.965,-,
2.684.932,2.684.932,2.684.932,,
-,2.684.932 > -,-,19.600.831.000,19600831000.0
1.928.343.711,2.684.932 > 1.928.343.711,1.928.343.711,1.911.196.368,1911196368.0
3.070.513.867,2.684.932 > 3.070.513.867,3.070.513.867,1.325.111.053,1325111053.0
4.700.000.000,4.700.000.000,4.700.000.000,-,
4.700.000.000,4.700.000.000,4.700.000.000,-,
1.700.000.000,1.700.000.000,1.700.000.000,-,
491.361.768,1.700.000.000 > 491.361.768,491.361.768,233.561.623,233561623.0
522.376.921,1.700.000.000 > 522.376.921,522.376.921,119.456.943,119456943.0
