row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,221.307.148.023,149.087.448.045,221307148023.0,149087448045.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,
Chi phí không được trừ,Điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,4.537.484.261,10.039.471.154,4537484261.0,10039471154.0
Thu nhập không chịu thuế,Điều chỉnh: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(77.118.456.000),(48.078.035.149),-77118456000.0,-48078035149.0
Thu nhập chịu thuế ước tính,Điều chỉnh: > Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,148.726.176.284,111.048.884.050,148726176284.0,111048884050.0
Thuế tính ở thuế suất 20%,Điều chỉnh: > Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,2.675.880.149,11.480.429.960,2675880149.0,11480429960.0
Thuế tính ở thuế suất 10%,Điều chỉnh: > Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,13.534.677.553,5.364.673.425,13534677553.0,5364673425.0
Thuế được miễn hoặc giảm,Điều chỉnh: > Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(12.153.815.599),(6.095.227.827),-12153815599.0,-6095227827.0
Bổ sung thuế TNDN năm trước,Điều chỉnh: > Bổ sung thuế TNDN năm trước,Bổ sung thuế TNDN năm trước,-,45.209.609,,45209609.0
Chi phí thuế TNDN (*),Điều chỉnh: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),4.056.742.103,10.795.085.167,4056742103.0,10795085167.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,4.056.742.103,10.196.200.217,4056742103.0,10196200217.0
Thuế TNDN - hoãn lại,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,-,598.884.950,,598884950.0
,,,4.056.742.103,10.795.085.167,4056742103.0,10795085167.0
