row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị VND,Số cuối năm > Dự phòng VND,Số đầu năm > Giá trị VND,Số đầu năm > Dự phòng VND,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Dự phòng VND
"Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",568.204.382,-,580.158.382,-,568204382.0,,580158382.0,
Khác,Khác,Khác,691.183.500,(691.183.500),691.183.500,(483.828.450),691183500.0,-691183500.0,691183500.0,-483828450.0
,,,1.259.387.882,(691.183.500),1.271.341.882,(483.828.450),1259387882.0,-691183500.0,1271341882.0,-483828450.0
Trong đó,Trong đó,Trong đó,,,,,,,,
Bên liên quan(Thuyết minh 30(b)),Trong đó > Bên liên quan(Thuyết minh 30(b)),Bên liên quan(Thuyết minh 30(b)),498.204.382,-,498.204.382,-,498204382.0,,498204382.0,
Bên thứ ba,Trong đó > Bên thứ ba,Bên thứ ba,761.183.500,(691.183.500),773.137.500,(483.828.450),761183500.0,-691183500.0,773137500.0,-483828450.0
,,,1.259.387.882,(691.183.500),1.271.341.882,(483.828.450),1259387882.0,-691183500.0,1271341882.0,-483828450.0
