row_label_raw,row_label_full,Dự án,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Dự án Vinhomes Royal Island,Dự án Vinhomes Royal Island,Dự án Vinhomes Royal Island,3.572.258,557.664,3572258.0,557664.0
"Dự án bắt động sản tại thành phố Hạ Long, tỉnh Quảng Ninh","Dự án bắt động sản tại thành phố Hạ Long, tỉnh Quảng Ninh","Dự án bắt động sản tại thành phố Hạ Long, tỉnh Quảng Ninh",1.760.973,1.731.399,1760973.0,1731399.0
