row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Hoàn cọc cho mục đích hợp tác đầu tư và chuyển nhượng dự án,27.975.000,4.430.000,,27975000.0,4430000.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Lợi nhuận phân chia cho hợp đồng hợp tác kinh doanh,10.771.283,1.189.968,,10771283.0,1189968.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Phải thu từ chuyển nhượng cổ phần,5.163.124,-,,5163124.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận đặt cọc cho mục đích hợp tác đầu tư,1.500.000,6.630.793,,1500000.0,6630793.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận tạm ứng cho dịch vụ quản lý,1.360.000,480.000,,1360000.0,480000.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Căn trừ tạm ứng dịch vụ quản lý,1.055.193,1.020.566,,1055193.0,1020566.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Tạm ứng liên quan đến hoạt động xây dựng,1.016.962,181.091,,1016962.0,181091.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Doanh thu cung cấp dịch vụ quản lý,903.988,983.066,,903988.0,983066.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Phải trả từ dịch vụ tư vấn bán hàng,510.898,-,,510898.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Phải trả phí tư vấn quản lý dự án,187.371,-,,187371.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận đặt cọc chuyển nhượng dự án,-,20.968.649,,,20968649.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận tiền cho mục đích khác,-,7.300.000,,,7300000.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Nhận chuyển nhượng khoản đầu tư,-,301.921,,,301921.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Doanh thu cung cấp dịch vụ quản lý,140.551,148.704,,140551.0,148704.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Lợi nhuận từ hợp đồng hợp tác kinh doanh,50.688,60.064,,50688.0,60064.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Cho vay,-,18.042.461,,,18042461.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Đi vay,-,17.468.891,,,17468891.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Góp vốn bằng tiền,-,9.695.897,,,9695897.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Nhân hoàn cọc cho mục đích thực hiện hợp đồng,-,5.522.946,,,5522946.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Tăng vay từ bù trừ công nợ với công ty con,-,1.371.771,,,1371771.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Cán trừ gốc cho vay và gốc đi vay công ty con khác,-,820.217,,,820217.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Phí thu xếp giao dịch chuyển nhượng cổ phần,-,769.674,,,769674.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Cán trừ gốc vay với gốc cho vay của công ty con khác,-,740.409,,,740409.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Hoàn cọc chuyển nhượng dự án,-,680.000,,,680000.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Cán trừ gốc vay với công ty con khác,-,200.329,,,200329.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Lãi cho vay,-,178.467,,,178467.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Cho vay,51.017.044,68.446.313,,51017044.0,68446313.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Góp vốn bằng gốc cho vay,20.000.000,-,,20000000.0,
Công ty VinFast,Công ty VinFast,Công ty VinFast,Thu hồi gốc cho vay,8.704.211,34.597.523,,8704211.0,34597523.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Lãi cho vay,6.620.200,3.451.975,,6620200.0,3451975.0
Công ty VinFast,Công ty VinFast,Công ty VinFast,Chuyển đổi thành khoản cho vay công ty con khác,4.746.465,-,,4746465.0,
Công ty VinFast,Công ty VinFast,Công ty VinFast,Lãi cho vay nhập gốc,2.792.567,-,,2792567.0,
Công ty VinFast,Công ty VinFast,Công ty VinFast,Chuyển khoản phải thu thành khoản cho vay,-,819.000,,,819000.0
Công ty World Academy,Công ty World Academy,Công ty World Academy,Đi vay,160.000,92.000,,160000.0,92000.0
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Nhận đặt cọc cho mục đích hợp tác đầu tư,10.093.194,-,,10093194.0,
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Lợi nhuận phân chia cho hợp đồng hợp tác kinh doanh,8.365.722,-,,8365722.0,
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Hoàn cọc đã nhận chuyển nhượng dự án,-,8.808.649,,,8808649.0
Công ty Thành phố Xanh,Công ty Thành phố Xanh,Công ty Thành phố Xanh,Chi phí sử dụng vốn từ hợp tác kinh doanh,-,685.492,,,685492.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Đi vay,23.362.000,-,,23362000.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Lãi đi vay nhập gốc,833.307,-,,833307.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Lãi đi vay,518.915,-,,518915.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Nhân đặt cọc liên quan đến chi phí bởi hoàn,157.990,-,,157990.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Cho vay,-,1.886.500,,,1886500.0
Công ty VinAl,Công ty VinAl,Công ty VinAl,Cho vay,93.000,153.049,,93000.0,153049.0
Công ty VinTech,Công ty VinTech,Công ty VinTech,Phải thu từ chuyển nhượng cổ phần,4.491.439,-,,4491439.0,
Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Cho vay,125.601,2.785.000,,125601.0,2785000.0
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Hoàn cọc đã nhận cho mục đích chuyển nhượng khoản đầu tư,7.107.000,-,,7107000.0,
