row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi số,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi số,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,1.598.320,1.598.320,400.321,400.321,1598320.0,1598320.0,400321.0,400321.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.598.320,1.598.320,400.321,400.321,1598320.0,1598320.0,400321.0,400321.0
