row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
66,66,66,"Công ty VinFast Auto, LLC",Công ty VinFast Auto USA,"100,00","50,67","790 N. San Mateo Drive, San Mateo, CA 94401, Mỹ",Nhập khẩu và phân phối xe ô tô,,,100.0,50.67,,
67,67,67,"Công ty VinFast USA Distribution, LLC",Công ty VinFast USA Distribution,"100,00","50,67","333 W. San Carlo Street, Suite 600, San Jose, Mỹ",Nhập khẩu và phân phối xe ô tô,,,100.0,50.67,,
68,68,68,Công ty VinFast Auto Canada Inc.,Công ty VinFast Canada,"100,00","50,94","Suite 2600, Three Bentall Centre 595 Burrard Street, P.O. Box 49314, Vancouver Bc V7X 1L3, Canada",Nhập khẩu và phân phối xe ô tô,,,100.0,50.94,,
69,69,69,Công ty VinFast France,Công ty VinFast France,"100,00","50,94","95, rue La Boétie 75008, Paris, Pháp",Nhập khẩu và phân phối xe ô tô,,,100.0,50.94,,
70,70,70,Công ty VinFast Netherlands B.V,Công ty VinFast Netherlands,"100,00","50,94","Vijzelstraat 68, 1017HL Amsterdam, Hà Lan","Bán và sửa chữa xe, lắp đặt linh kiện xe hơi",,,100.0,50.94,,
71,71,71,"Công ty VinFast Manufacturing US, LLC",Công ty VinFast Manufacturing US,"100,00","50,67","160 Mine Lake Court, Suite 200, Raleigh city, State of North Carolina, Mỹ",Lắp ráp xe điện và Ebus,,,100.0,50.67,,
72,72,72,Công ty PT VinFast Automobile Indonesia,Công ty VinFast Indonesia,"100,00","50,80","Tầng 45, Tòa nhà AXA, JI. Prof. Dr. Satrio Kav 18, Kuningan Setiabudi, Jakarta 12940 Indonesia",Nghiên cứu và phát triển thị trường,,,100.0,50.8,,
73,73,73,Công ty VinFast Auto India Private Limited,Công ty VinFast India,"100,00","50,75","Flat No. 164 Ground Floor Suryodaya Apartment Pocket-8 Sector 12 DWarka India, Delhi, 110078, India",Kinh doanh ô tô,,,100.0,50.75,,
74,74,74,Công ty VinFast UK Ltd,Công ty VinFast UK,"100,00","50,67","21 Holborn Viaduct, London, United Kingdom EC1A 2DY",Kinh doanh ô tô,,,100.0,50.67,,
75,75,75,"Công ty VinFast Auto (Thailand) Co., Ltd",Công ty VinFast Thailand,"100,00","50,67","Số 425/1, tầng 4, Tòa Enco Terminal Building B, Đường Kamphaeng Phet",Kinh doanh ô tô,,,100.0,50.67,,
