row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm,numeric__Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,numeric__Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm
Phải trả cho người bán ngắn hạn khác,Phải trả cho người bán ngắn hạn khác,Phải trả cho người bán ngắn hạn khác,2.689.771,1.461.548,2689771.0,1461548.0
Phải trả cho các bên liên quan(Thuyết minh số 33.2),Phải trả cho các bên liên quan(Thuyết minh số 33.2),Phải trả cho các bên liên quan(Thuyết minh số 33.2),1.321.419,467.065,1321419.0,467065.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.011.190,1.928.613,4011190.0,1928613.0
