row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Ông Phạm Nhật,Ông Phạm Nhật,Ông Phạm Nhật,Chuyển nhượng cổ phần công ty con,1.820.006,-,,1820006.0,
Vượng (Chủ tịch Hội đồng Quản trị),Vượng (Chủ tịch Hội đồng Quản trị),Vượng (Chủ tịch Hội đồng Quản trị),Nhận ứng trước nhằm mục đích chuyển nhượng cổ phần bằng tiền,-,910.000,,,910000.0
Vượng (Chủ tịch Hội đồng Quản trị),Vượng (Chủ tịch Hội đồng Quản trị),Vượng (Chủ tịch Hội đồng Quản trị),Nhận ứng trước nhằm mục đích chuyển nhượng cổ phần bằng một khoản cho vay công ty con,-,819.000,,,819000.0
Công ty GSM (Công ty cùng chủ sở hữu),Công ty GSM (Công ty cùng chủ sở hữu),Công ty GSM (Công ty cùng chủ sở hữu),Gớp vốn bằng tiền,602.632,297.368,,602632.0,297368.0
Công ty Vận hành,Công ty Vận hành,Công ty Vận hành,Nhận đặt cọc cho mục đích hợp tác đầu tư,290.521,-,,290521.0,
Vincom Retail (Công ty liên kết),Vincom Retail (Công ty liên kết),Vincom Retail (Công ty liên kết),Doanh thu từ chuyển nhượng bắt động sản,-,323.692,,,323692.0
Vincom Retail (Công ty liên kết),Vincom Retail (Công ty liên kết),Vincom Retail (Công ty liên kết),Nhận đặt cọc chuyển nhượng dự án,-,125.000,,,125000.0
Công ty Vincom Retail (Công ty liên kết),Công ty Vincom Retail (Công ty liên kết),Công ty Vincom Retail (Công ty liên kết),Nhận đặt cọc cho mục đích hợp tác đầu tư,5.852.163,-,,5852163.0,
Công ty Vincom Retail (Công ty liên kết),Công ty Vincom Retail (Công ty liên kết),Công ty Vincom Retail (Công ty liên kết),Lãi nhập cọc chuyển nhượng dự án,884.330,207.826,,884330.0,207826.0
Công ty Vincom Retail (Công ty liên kết),Công ty Vincom Retail (Công ty liên kết),Công ty Vincom Retail (Công ty liên kết),Nhận đặt cọc chuyển nhượng dự án,-,4.640.000,,,4640000.0
Công ty Vincom Retail (Công ty liên kết),Công ty Vincom Retail (Công ty liên kết),Công ty Vincom Retail (Công ty liên kết),Hoàn cọc đã nhận chuyển nhượng dự án,-,608.159,,,608159.0
Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Lợi nhuận phân chia cho hợp đồng hợp tác kinh doanh,247.730,-,,247730.0,
Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Nhận đặt cọc chuyển nhượng dự án,200.000,-,,200000.0,
Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SDI (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Gớp vốn bằng hoán đổi cổ phần của một công ty con và bằng tiền,-,1.372.165,,,1372165.0
Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Thanh toán gốc vay,923.000,-,,923000.0,
