row_label_raw,row_label_full,Dư phòng giảm giá trị các khoản đầu tư,Bảng cân đối kế toán riêng > Số cuối năm > 49.673,Bảng cân đối kế toán riêng > Số đầu năm > 121.218,Đơn vị tính: triệu VNDBảo cáo kết quả hoạt động kinh doanh riêng > Năm nay > (71.545),Đơn vị tính: triệu VNDBảo cáo kết quả hoạt động kinh doanh riêng > Năm trước > (13.978),numeric__Bảng cân đối kế toán riêng > Số cuối năm > 49.673,numeric__Bảng cân đối kế toán riêng > Số đầu năm > 121.218,numeric__Đơn vị tính: triệu VNDBảo cáo kết quả hoạt động kinh doanh riêng > Năm nay > (71.545),numeric__Đơn vị tính: triệu VNDBảo cáo kết quả hoạt động kinh doanh riêng > Năm trước > (13.978)
Thuế thu nhập doanh nghiệp tạm nộp 1% trên các khoản nhận tiền trước từ khách hàng,Thuế thu nhập doanh nghiệp tạm nộp 1% trên các khoản nhận tiền trước từ khách hàng,Thuế thu nhập doanh nghiệp tạm nộp 1% trên các khoản nhận tiền trước từ khách hàng,162.656,13.659,148.997,(5.942),162656.0,13659.0,148997.0,-5942.0
Khác,Khác,Khác,7.432,7.013,419,(72.139),7432.0,7013.0,419.0,-72139.0
Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,219.761,141.890,,,219761.0,141890.0,,
Thu nhập/(chỉ phí) thuế thu nhập hoãn lại tỉnh vào báo cáo kết quả kinh doanh riêng,Thu nhập/(chỉ phí) thuế thu nhập hoãn lại tỉnh vào báo cáo kết quả kinh doanh riêng,Thu nhập/(chỉ phí) thuế thu nhập hoãn lại tỉnh vào báo cáo kết quả kinh doanh riêng,,,77.871,(92.059),,,77871.0,-92059.0
