row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,250.656.230,200.150.409,,,250656230.0,200150409.0
310,310,310,I. Nợ ngắn hạn,,88.684.993,80.849.179,,,88684993.0,80849179.0
311,311,311,1. Phải trả người bán ngắn hạn,18,4.011.190,1.928.613,,18.0,4011190.0,1928613.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,23.722.324,10.254.165,,19.0,23722324.0,10254165.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,6.996.479,315.770,,20.0,6996479.0,315770.0
314,314,314,4. Phải trả người lao động,,46.035,33.407,,,46035.0,33407.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,10.907.376,4.243.708,,21.0,10907376.0,4243708.0
319,319,319,6. Phải trả ngắn hạn khác,22,24.647.690,22.830.319,,22.0,24647690.0,22830319.0
320,320,320,7. Vay và nợ ngắn hạn,23,17.622.889,41.201.625,,23.0,17622889.0,41201625.0
321,321,321,8. Dự phòng phải trả ngắn hạn,24,731.010,41.572,,24.0,731010.0,41572.0
330,330,330,II. Nợ dài hạn,,161.971.237,119.301.230,,,161971237.0,119301230.0
333,333,333,1. Chi phí phải trả dài hạn,21,823.311,164.798,,21.0,823311.0,164798.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,,2.242,3.857,,,2242.0,3857.0
337,337,337,3. Phải trả dài hạn khác,22,76.690.793,95.788.709,,22.0,76690793.0,95788709.0
338,338,338,4. Vay và nợ dài hạn,23,84.341.982,23.285.763,,23.0,84341982.0,23285763.0
342,342,342,5. Dự phòng phải trả dài hạn,24,112.909,58.103,,24.0,112909.0,58103.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,88.123.679,87.495.491,,,88123679.0,87495491.0
410,410,410,I. Vốn chủ sở hữu,25,88.123.679,87.495.491,,25.0,88123679.0,87495491.0
411,411,411,1. Vốn cổ phần đã phát hành,,38.785.833,38.785.833,,,38785833.0,38785833.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,38.236.616,38.236.616,,,38236616.0,38236616.0
411b,411b,411b,- Cổ phiếu ưu đãi,,549.217,549.217,,,549217.0,549217.0
412,412,412,2. Thặng dư vốn cổ phần,,39.140.273,39.140.273,,,39140273.0,39140273.0
420,420,420,3. Quỹ khác thuộc vốn chủ sở hữu,,71.000,66.000,,,71000.0,66000.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,10.126.573,9.503.385,,,10126573.0,9503385.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,9.498.385,7.795.721,,,9498385.0,7795721.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,628.188,1.707.664,,,628188.0,1707664.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,338.779.909,287.645.900,,,338779909.0,287645900.0
