row_label_raw,row_label_full,Công ty Vincom Retail(Thuyết minh số 17.1),Số lượng cổ phần > 427.715.101,"Tỷ lệ biểu quyết > 18,82%","Tỷ lệ sở hữu > 18,82%",Giá trị ghi số (triệu VND) > 3.501.335,Giá trị hợp lý (triệu VND) > 7.335.314,Số lượng cổ phần > -,Tỷ lệ biểu quyết > -,Tỷ lệ sở hữu > -,Giá trị ghi số (triệu VND) > -,Giá trị hợp lý (triệu VND) > -,numeric__Số lượng cổ phần > 427.715.101,"numeric__Tỷ lệ biểu quyết > 18,82%","numeric__Tỷ lệ sở hữu > 18,82%",numeric__Giá trị ghi số (triệu VND) > 3.501.335,numeric__Giá trị hợp lý (triệu VND) > 7.335.314,numeric__Số lượng cổ phần > -,numeric__Tỷ lệ biểu quyết > -,numeric__Tỷ lệ sở hữu > -,numeric__Giá trị ghi số (triệu VND) > -,numeric__Giá trị hợp lý (triệu VND) > -
Công ty GeneStory,Công ty GeneStory,Công ty GeneStory,5.755.410,"47,11%","47,11%",71.150,(i),3.421.914,"30,32%","30,32%",34.219,(i),5755410.0,0.4711,0.4711,71150.0,,3421914.0,0.3032,0.3032,34219.0,
Công ty Aivicam,Công ty Aivicam,Công ty Aivicam,835.504,"49,73%","49,73%",8.355,(i),835.504,"49,73%","49,73%",8.355,(i),835504.0,0.49729999999999996,0.49729999999999996,8355.0,,835504.0,0.49729999999999996,0.49729999999999996,8355.0,
Công ty VinBrain (iii),Công ty VinBrain (iii),Công ty VinBrain (iii),-,-,-,-,-,30.943.396,"49,73%","49,73%",309.435,(i),,,,,,30943396.0,0.49729999999999996,0.49729999999999996,309435.0,
Công ty VinFA,Công ty VinFA,Công ty VinFA,-,-,-,-,-,1.501.721,"48,78%","23,18%",15.017,(i),,,,,,1501721.0,0.4878,0.2318,15017.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,3.580.840,,,,,367.026,,,,,3580840.0,,,,,367026.0,
Dự phòng đầu tư vào công ty liên kết (ii),Dự phòng đầu tư vào công ty liên kết (ii),Dự phòng đầu tư vào công ty liên kết (ii),,,,(67.994),,,,,(283.278),,,,,-67994.0,,,,,-283278.0,
