row_label_raw,row_label_full,Bên cho vay > Ngân hàng TMCP Công thương Việt Nam (i),Số cuối năm > Nguyên tệ > VND,Số cuối năm > Triệu VND > 4.995.129,Kỳ hạn trả gốc và lãi > Từ tháng 3 năm2025 đến tháng 3năm 2028,"Lãi suất năm > Lãi suất thả nổi,lãi suất trong năm10,5%/năm",numeric__Số cuối năm > Nguyên tệ > VND,numeric__Số cuối năm > Triệu VND > 4.995.129,numeric__Kỳ hạn trả gốc và lãi > Từ tháng 3 năm2025 đến tháng 3năm 2028,"numeric__Lãi suất năm > Lãi suất thả nổi,lãi suất trong năm10,5%/năm"
Trong đó:Vay dài hạn đến hạn trả,Trong đó:Vay dài hạn đến hạn trả,Trong đó:Vay dài hạn đến hạn trả,VND,633.879,,,,633879.0,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội (i),VND,136.604,Từ tháng 5 năm2026 đến tháng 11năm 2028,"Lãi suất thả nổi,lãi suất trong năm6,8%/năm",,136604.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,5.131.733,,,,5131733.0,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,,4.497.854633.879,,,,4497854633879.0,,
