row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND
Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),200,,5.087.719.815.800,11.204.779.099.500,200.0,,5087719815800.0,11204779099500.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,20.667.561.158,7.122.192.702.433,210.0,,20667561158.0,7122192702433.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,,-,6.729.614.068.000,215.0,,,6729614068000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,8(b),20.667.561.158,392.578.634.433,216.0,,20667561158.0,392578634433.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,277.006.087.390,247.958.046.201,220.0,,277006087390.0,247958046201.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,59.257.935.176,21.663.329.256,221.0,10.0,59257935176.0,21663329256.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,98.550.132.221,55.023.312.767,222.0,,98550132221.0,55023312767.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(39.292.197.045),(33.359.983.511),223.0,,-39292197045.0,-33359983511.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,217.748.152.214,226.294.716.945,227.0,11.0,217748152214.0,226294716945.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,275.063.053.160,252.094.429.044,228.0,,275063053160.0,252094429044.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(57.314.900.946),(25.799.712.099),229.0,,-57314900946.0,-25799712099.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,4.413.036.077,58.811.350.148,240.0,,4413036077.0,58811350148.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,12,4.413.036.077,58.811.350.148,242.0,12.0,4413036077.0,58811350148.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,4.665.771.509.348,3.689.300.009.348,250.0,,4665771509348.0,3689300009348.0
Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,251,5(b),4.665.771.509.348,3.689.300.009.348,251.0,,4665771509348.0,3689300009348.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,119.861.621.827,86.516.991.370,260.0,,119861621827.0,86516991370.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,13,12.445.534.013,2.754.250.001,261.0,13.0,12445534013.0,2754250001.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,14,107.416.087.814,83.762.741.369,262.0,14.0,107416087814.0,83762741369.0
TỔNG CỘNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG CỘNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG CỘNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,15.436.993.817.184,14.694.878.061.967,270.0,,15436993817184.0,14694878061967.0
