row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2016 VND,2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2016 VND,numeric__2015 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,24,10.032.147.674.239,10.174.195.100.613,1.0,24.0,10032147674239.0,10174195100613.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,24,48.158.301.706,71.832.319.926,2.0,24.0,48158301706.0,71832319926.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,24,9.983.989.372.533,10.102.362.780.687,10.0,24.0,9983989372533.0,10102362780687.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,25,7.903.907.443.330,7.947.121.126.438,11.0,25.0,7903907443330.0,7947121126438.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,2.080.081.929.203,2.155.241.654.249,20.0,,2080081929203.0,2155241654249.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,26,2.892.135.160.332,3.521.239.018.209,21.0,26.0,2892135160332.0,3521239018209.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,27,62.410.130.203,297.519.766.440,22.0,27.0,62410130203.0,297519766440.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,61.931.658.334,274.251.034.939,23.0,,61931658334.0,274251034939.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,28,1.915.086.900.586,1.900.021.436.192,25.0,28.0,1915086900586.0,1900021436192.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,29,371.593.863.165,321.988.979.295,26.0,29.0,371593863165.0,321988979295.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,2.623.126.195.581,3.156.950.490.531,30.0,,2623126195581.0,3156950490531.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,494.671.696,1.176.582.166,31.0,,494671696.0,1176582166.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,1.756.466.149,38.017.495,32.0,,1756466149.0,38017495.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,(1.261.794.453),1.138.564.671,40.0,,-1261794453.0,1138564671.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,2.621.864.401.128,3.158.089.055.202,50.0,,2621864401128.0,3158089055202.0
Chi phí thuế TNDN – hiện hành,Chi phí thuế TNDN – hiện hành,Chi phí thuế TNDN – hiện hành,51,31,47.099.875.223,207.173.460.636,51.0,31.0,47099875223.0,207173460636.0
Lợi ích thuế TNDN – hoãn lại,Lợi ích thuế TNDN – hoãn lại,Lợi ích thuế TNDN – hoãn lại,52,31,(23.653.346.445),(48.432.138.169),52.0,31.0,-23653346445.0,-48432138169.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,2.598.417.872.350,2.999.347.732.735,60.0,,2598417872350.0,2999347732735.0
