row_label_raw,row_label_full,Mối quan hệ,Tính chất giao dịch,Giá trị giao dịch > 2016VND,Giá trị giao dịch > 2015VND,Phải thu/(phải trả) tại ngày > 31/12/2016VND,Phải thu/(phải trả) tại ngày > 1/1/2016VND,numeric__Tính chất giao dịch,numeric__Giá trị giao dịch > 2016VND,numeric__Giá trị giao dịch > 2015VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2016VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2016VND
Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Mua hàng hóa,22.863.369,2.949.864.765,-,-,,22863369.0,2949864765.0,,
Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Bán hàng hóa,21.437.933.775,24.239.845.964,3.259.383.364,1.104.331.000,,21437933775.0,24239845964.0,3259383364.0,1104331000.0
Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Thu hồi khoản cho vay,-,50.000.000.000,-,-,,,50000000000.0,,
Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Thu nhập lãi từ khoản cho vay,-,2.718.146.765,-,-,,,2718146765.0,,
Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Công ty Cổ phần NướcKhoáng Vĩnh Hảo,Phí hỗ trợ quản lý,34.194.312.391,20.428.929.546,37.613.743.630,22.471.822.951,,34194312391.0,20428929546.0,37613743630.0,22471822951.0
Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Bán hàng hóa,47.844.291,-,-,-,,47844291.0,,,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,
Công ty TNHH Masan MasterBrewery,Các bên liên quan khác > Công ty TNHH Masan MasterBrewery,Công ty TNHH Masan MasterBrewery,Bán hàng hóa,150.070,1.099.637,-,-,,150070.0,1099637.0,,
Công ty TNHH Masan MasterBrewery,Các bên liên quan khác > Công ty TNHH Masan MasterBrewery,Công ty TNHH Masan MasterBrewery,Mua hàng hóa,-,117.436.404,-,-,,,117436404.0,,
Công ty TNHH Một Thànhviên Masan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thànhviên Masan Brewery PY,Công ty TNHH Một Thànhviên Masan Brewery PY,Bán hàng hóa,30.498.268,15.937.854,5.644.586,218.586.661,,30498268.0,15937854.0,5644586.0,218586661.0
Công ty TNHH Một Thànhviên Masan BreweryDistribution,Các bên liên quan khác > Công ty TNHH Một Thànhviên Masan BreweryDistribution,Công ty TNHH Một Thànhviên Masan BreweryDistribution,Mua hàng hóa,491.267.362,175.592.727,-,-,,491267362.0,175592727.0,,
Công ty TNHH Một Thànhviên Masan BreweryDistribution,Các bên liên quan khác > Công ty TNHH Một Thànhviên Masan BreweryDistribution,Công ty TNHH Một Thànhviên Masan BreweryDistribution,Bán hàng hóa,784.580,307.692.000,31.752.716.796,,,784580.0,307692000.0,31752716796.0,
Công ty TNHH Một Thànhviên Masan BreweryDistribution,Các bên liên quan khác > Công ty TNHH Một Thànhviên Masan BreweryDistribution,Công ty TNHH Một Thànhviên Masan BreweryDistribution,Phí hỗ trợ quản lý,28.990.613.560,15.185.119.012,-,16.639.970.914,,28990613560.0,15185119012.0,,16639970914.0
Công ty TNHH Một Thànhviên Masan Brewery HG,Các bên liên quan khác > Công ty TNHH Một Thànhviên Masan Brewery HG,Công ty TNHH Một Thànhviên Masan Brewery HG,Phí hỗ trợ quản lý,3.479.025.230,6.325.115.667,3.826.927.753,6.957.627.234,,3479025230.0,6325115667.0,3826927753.0,6957627234.0
Công ty TNHH Một Thànhviên Masan Brewery HG,Các bên liên quan khác > Công ty TNHH Một Thànhviên Masan Brewery HG,Công ty TNHH Một Thànhviên Masan Brewery HG,Bán hàng hóa,27.771.151,-,6.107.257,-,,27771151.0,,6107257.0,
Thành viên quản lý chủ chốt,Các bên liên quan khác > Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thù lao trả cho thành viên quản lýchủ chốt (*),29.984.910.463,25.265.348.225,-,-,,29984910463.0,25265348225.0,,
