row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu,31,30.000.000.000,38.337.950.000,numeric__31,numeric__30.000.000.000,numeric__38.337.950.000
Tiền thu từ các khoản vay ngân hàng,Tiền thu từ các khoản vay ngân hàng,Tiền thu từ các khoản vay ngân hàng,33,5.453.343.599.258,6.322.196.322.786,33.0,5453343599258.0,6322196322786.0
Tiền trả nợ gốc vay cho ngân hàng và một công ty con,Tiền trả nợ gốc vay cho ngân hàng và một công ty con,Tiền trả nợ gốc vay cho ngân hàng và một công ty con,34,(4.547.471.968.364),(10.490.579.224.018),34.0,-4547471968364.0,-10490579224018.0
Tiền chi trả cổ tức,Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,(1.005.186.769.200),(3.080.229.986.000),36.0,-1005186769200.0,-3080229986000.0
Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,(69.315.138.306),(7.210.274.937.232),40.0,-69315138306.0,-7210274937232.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,3.248.147.785.976,(199.205.777.719),50.0,3248147785976.0,-199205777719.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,1.448.427.905.127,1.647.716.541.674,60.0,1448427905127.0,1647716541674.0
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,(23.936.075),(82.858.828),61.0,-23936075.0,-82858828.0
Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 4),70,4.696.551.755.028,1.448.427.905.127,70.0,4696551755028.0,1448427905127.0
