row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRÀ,,2.487.129.932.898,2.709.189.775.140,,,2487129932898.0,2709189775140.0
310,310,310,Nợ ngắn hạn,,1.269.218.520.109,400.260.698.788,,,1269218520109.0,400260698788.0
311,311,311,Phải trả người bán ngắn hạn,13,1.174.239.883,3.761.641.392,,13.0,1174239883.0,3761641392.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,5.385.224.800,1.928.800.000,,14.0,5385224800.0,1928800000.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),14.121.475.560,21.034.370.612,,,14121475560.0,21034370612.0
315,315,315,Chi phí phải trả ngắn hạn,16,35.801.063.175,34.780.079.840,,16.0,35801063175.0,34780079840.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,-,81.818.182,,,,81818182.0
319,319,319,Phải trả ngắn hạn khác,17,5.392.481.855,3.759.905.715,,17.0,5392481855.0,3759905715.0
320,320,320,Vay ngắn hạn,18(a),1.193.256.032.261,316.054.624.340,,,1193256032261.0,316054624340.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,14.088.002.575,18.859.458.707,,19.0,14088002575.0,18859458707.0
330,330,330,Nợ dài hạn,,1.217.911.412.789,2.308.929.076.352,,,1217911412789.0,2308929076352.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,404.545.454,245.454.545,,,404545454.0,245454545.0
338,338,338,Vay dài hạn,18(b),1.215.441.033.335,2.306.547.966.679,,,1215441033335.0,2306547966679.0
342,342,342,Dự phòng phải trả dài hạn,,2.065.834.000,2.074.900.200,,,2065834000.0,2074900200.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,-,60.754.928,,,,60754928.0
400,400,400,VỐN CHỦ SỞ HỮU,,4.394.523.919.933,4.308.097.469.512,,,4394523919933.0,4308097469512.0
410,410,410,Vốn chủ sở hữu,,4.394.523.919.933,4.308.097.469.512,,,4394523919933.0,4308097469512.0
411,411,411,Vốn góp của chủ sở hữu,"20, 21",4.054.494.010.000,3.861.369.020.000,,,4054494010000.0,3861369020000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.412.494.010.000,3.219.369.020.000,,,3412494010000.0,3219369020000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,642.000.000.000,642.000.000.000,,,642000000000.0,642000000000.0
412,412,412,Thắng dư vốn cổ phần,21,20.700.057.484,25.866.057.484,,21.0,20700057484.0,25866057484.0
418,418,418,Quỹ đầu tư phát triển,21,53.916.437.884,53.916.437.884,,21.0,53916437884.0,53916437884.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",21,265.413.414.565,366.945.954.144,,21.0,265413414565.0,366945954144.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,172.744.514.829,107.102.148.590,,,172744514829.0,107102148590.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,92.668.899.736,259.843.805.554,,,92668899736.0,259843805554.0
440,440,440,TỔNG NGUỒN VỐN,,6.881.653.852.831,7.017.287.244.652,,,6881653852831.0,7017287244652.0
