row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Lợi nhuận được chia,6.000.000.000,-,,6000000000.0,
Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Doanh thu bán hàng và cung cấp dịch vụ,712.541.777,2.335.895.977,,712541777.0,2335895977.0
Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,"Thu, chi hộ, dòng tiền thuần",126.250.042,248.949.075,,126250042.0,248949075.0
Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,"Mua hàng hóa, dịch vụ",11.179.346,13.291.821,,11179346.0,13291821.0
Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Thu hồi khoản cho vay,-,2.900.000.000,,,2900000000.0
Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Lãi cho vay,-,42.109.589,,,42109589.0
Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Lợi nhuận được chia,2.800.000.000,900.000.000,,2800000000.0,900000000.0
Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,"Thu, chi hộ, dòng tiền thuần",15.440.750,85.633.830,,15440750.0,85633830.0
Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,"Mua hàng hóa, dịch vụ",8.000.000,196.363.637,,8000000.0,196363637.0
Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Doanh thu bán hàng và cung cấp dịch vụ,-,500.000,,,500000.0
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Vay,81.000.000.000,-,,81000000000.0,
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Cổ tức được chia,56.057.251.200,52.792.224.000,,56057251200.0,52792224000.0
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Trả nợ vay,49.000.000.000,-,,49000000000.0,
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Doanh thu bán hàng và cung cấp dịch vụ,4.725.047.273,1.634.285.353,,4725047273.0,1634285353.0
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Lãi vay,1.437.178.083,-,,1437178083.0,
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,"Mua hàng hóa, dịch vụ",721.778.000,-,,721778000.0,
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,"Thu, chi hộ, dòng tiền thuần",328.214.866,516.363.776,,328214866.0,516363776.0
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Góp vốn,-,239.817.120.000,,,239817120000.0
Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Công ty Cổ phần Điện TTC Đức Huệ - Long An,Sáp nhập,-,371.199.520.000,,,371199520000.0
