row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,143.340.056.816,296.775.397.006,143340056816.0,296775397006.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,,,
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,101.733.909.790,16.156.593.316,101733909790.0,16156593316.0
Thu nhập không chịu thuế,Điều chỉnh: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(220.553.696.000),(187.440.619.500),-220553696000.0,-187440619500.0
Thu nhập chịu thuế ước tính,Điều chỉnh: > Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,24.520.270.606,125.491.370.822,24520270606.0,125491370822.0
Thuế tính ở thuế suất 20%,Điều chỉnh: > Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,3.320.447.544,7.062.361.265,3320447544.0,7062361265.0
Thuế tính ở thuế suất 10%,Điều chỉnh: > Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,1.595.884.242,9.017.956.448,1595884242.0,9017956448.0
,,,4.916.331.786,16.080.317.713,4916331786.0,16080317713.0
Thuế được miễn hoặc giảm,Điều chỉnh: > Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(797.942.121),(5.404.689.225),-797942121.0,-5404689225.0
Chi phí thuế TNDN (*),Điều chỉnh: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),4.118.389.665,10.675.628.488,4118389665.0,10675628488.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,,,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,4.118.389.665,10.675.628.488,4118389665.0,10675628488.0
Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,-,-,,
Chi phí thuế TNDN,Thuế TNDN - hoãn lại > Chi phí thuế TNDN,Chi phí thuế TNDN,4.118.389.665,10.675.628.488,4118389665.0,10675628488.0
