row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,512.338.373.585,721.076.942.688,,,512338373585.0,721076942688.0
110,110,110,Tiền và các khoản tương đương tiền,3,76.037.343.337,151.827.153.052,,3.0,76037343337.0,151827153052.0
111,111,111,Tiền,,39.131.764.957,151.827.153.052,,,39131764957.0,151827153052.0
112,112,112,Các khoản tương đương tiền,,36.905.578.380,-,,,36905578380.0,
130,130,130,Các khoản phải thu ngắn hạn,,362.370.546.178,459.958.954.770,,,362370546178.0,459958954770.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,94.597.462.709,98.020.908.583,,4.0,94597462709.0,98020908583.0
132,132,132,Trả trước cho người bán ngắn hạn,5,2.614.057.118,49.290.557.440,,5.0,2614057118.0,49290557440.0
135,135,135,Phải thu về cho vay ngắn hạn,6,241.900.000.000,288.667.376.270,,6.0,241900000000.0,288667376270.0
136,136,136,Phải thu ngắn hạn khác,7,23.968.227.033,24.416.585.108,,7.0,23968227033.0,24416585108.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(709.200.682),(436.472.631),,,-709200682.0,-436472631.0
140,140,140,Hàng tồn kho,8,71.135.211.603,104.395.948.171,,8.0,71135211603.0,104395948171.0
141,141,141,Hàng tồn kho,,71.135.211.603,104.395.948.171,,,71135211603.0,104395948171.0
150,150,150,Tài sản ngắn hạn khác,,2.795.272.467,4.894.886.695,,,2795272467.0,4894886695.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),2.668.382.531,4.232.368.683,,,2668382531.0,4232368683.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),126.889.936,662.518.012,,,126889936.0,662518012.0
200,200,200,TÀI SẢN DÀI HẠN,,6.369.315.479.246,6.296.210.301.964,,,6369315479246.0,6296210301964.0
210,210,210,Các khoản phải thu dài hạn,,500.456.420,444.494.540,,,500456420.0,444494540.0
216,216,216,Phải thu dài hạn khác,,652.166.262,596.204.382,,,652166262.0,596204382.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(151.709.842),(151.709.842),,,-151709842.0,-151709842.0
220,220,220,Tài sản cố định,,1.921.707.342.803,2.064.225.583.285,,,1921707342803.0,2064225583285.0
221,221,221,Tài sản cố định hữu hình,10(a),1.911.833.480.243,2.052.089.715.162,,,1911833480243.0,2052089715162.0
222,222,222,Nguyên giá,,3.029.774.563.663,3.026.943.936.014,,,3029774563663.0,3026943936014.0
223,223,223,Giá trị khấu hao lũy kế,,(1.117.941.083.420),(974.854.220.852),,,-1117941083420.0,-974854220852.0
227,227,227,Tài sản cố định vô hình,10(b),9.873.862.560,12.135.868.123,,,9873862560.0,12135868123.0
228,228,228,Nguyên giá,,18.742.439.944,18.742.439.944,,,18742439944.0,18742439944.0
229,229,229,Giá trị khấu hao lũy kế,,(8.868.577.384),(6.606.571.821),,,-8868577384.0,-6606571821.0
240,240,240,Tài sản dở dang dài hạn,,4.129.772.728,3.978.628.277,,,4129772728.0,3978628277.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,4.129.772.728,3.978.628.277,,11.0,4129772728.0,3978628277.0
250,250,250,Đầu tư tài chính dài hạn,,4.433.531.070.953,4.213.047.328.861,,,4433531070953.0,4213047328861.0
251,251,251,Đầu tư vào công ty con,12(a),4.376.439.616.172,4.150.336.930.909,,,4376439616172.0,4150336930909.0
252,252,252,Đầu tư vào công ty liên kết,12(b),143.790.000.000,93.800.000.000,,,143790000000.0,93800000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,12(c),(86.698.545.219),(31.089.602.048),,,-86698545219.0,-31089602048.0
260,260,260,Tài sản dài hạn khác,,9.446.836.342,14.514.267.001,,,9446836342.0,14514267001.0
261,261,261,Chi phí trả trước dài hạn,9(b),9.446.836.342,14.514.267.001,,,9446836342.0,14514267001.0
270,270,270,TỔNG TÀI SẢN,,6.881.653.852.831,7.017.287.244.652,,,6881653852831.0,7017287244652.0
