row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Cổ phiếu phổ thông,%,Cổ phiếu phổ thông,%,,,,
Jera Asia Vietnam Holding Pte. Ltd.,Jera Asia Vietnam Holding Pte. Ltd.,Jera Asia Vietnam Holding Pte. Ltd.,119.768.226,"35,10%",-,"0,00%",119768226.0,0.35100000000000003,,0.0
AVH Pte. Ltd.,AVH Pte. Ltd.,AVH Pte. Ltd.,-,"0,00%",112.988.893,"35,10%",,0.0,112988893.0,0.35100000000000003
Công ty Cổ phần Đầu Tư Thành Thành Công,Công ty Cổ phần Đầu Tư Thành Thành Công,Công ty Cổ phần Đầu Tư Thành Thành Công,57.297.125,"16,79%",54.053.893,"16,79%",57297125.0,0.1679,54053893.0,0.1679
Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,Công ty Cổ phần Xuất Nhập khẩu Bến Tre,21.589.459,"6,33%",24.667.415,"7,66%",21589459.0,0.0633,24667415.0,0.0766
Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,37.501.438,"10,99%",23.110.287,"7,18%",37501438.0,0.1099,23110287.0,0.0718
Công ty Cổ phần Hàng tiêu dùng Biên Hòa,Công ty Cổ phần Hàng tiêu dùng Biên Hòa,Công ty Cổ phần Hàng tiêu dùng Biên Hòa,18.012.363,"5,28%",16.992.796,"5,28%",18012363.0,0.0528,16992796.0,0.0528
Công ty Cổ phần KCN Thành Thành Công,Công ty Cổ phần KCN Thành Thành Công,Công ty Cổ phần KCN Thành Thành Công,13.086.514,"3,83%",12.345.769,"3,83%",13086514.0,0.0383,12345769.0,0.0383
Công ty TNHH Một Thành Viên Thành Thành Công Gia Lai,Công ty TNHH Một Thành Viên Thành Thành Công Gia Lai,Công ty TNHH Một Thành Viên Thành Thành Công Gia Lai,-,"0,00%",9.343.900,"2,90%",,0.0,9343900.0,0.028999999999999998
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,73.994.276,"21,68%",68.433.949,"21,26%",73994276.0,0.2168,68433949.0,0.2126
,,,341.249.401,"100,00%",321.936.902,"100,00%",341249401.0,1.0,321936902.0,1.0
