row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,617.773.919.700,719.736.264.515,,,617773919700.0,719736264515.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và dịch vụ cung cấp (10 = 01 - 02),23,617.773.919.700,719.736.264.515,,23.0,617773919700.0,719736264515.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,24,276.069.022.590,398.006.492.765,,24.0,276069022590.0,398006492765.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,341.704.897.110,321.729.771.750,,,341704897110.0,321729771750.0
21,02 > 21,21,Doanh thu hoạt động tài chính,25,296.241.612.606,369.531.959.680,,25.0,296241612606.0,369531959680.0
22,02 > 22,22,Chi phí tài chính,26,369.659.375.805,259.872.530.689,,26.0,369659375805.0,259872530689.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,26,276.986.036.155,216.130.156.098,,26.0,276986036155.0,216130156098.0
25,02 > 25,25,Chi phí bán hàng,,285.672.564,280.476.501,,,285672564.0,280476501.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,27,124.511.282.387,129.957.926.973,,27.0,124511282387.0,129957926973.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,143.490.178.960,301.150.797.267,,,143490178960.0,301150797267.0
31,02 > 31,31,Thu nhập khác,,734.039.179,2.588.703.170,,,734039179.0,2588703170.0
32,02 > 32,32,Chi phí khác,,884.161.323,6.964.103.431,,,884161323.0,6964103431.0
40,02 > 40,40,Lỗ khác (40 = 31 - 32),28,(150.122.144),(4.375.400.261),,28.0,-150122144.0,-4375400261.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,143.340.056.816,296.775.397.006,,,143340056816.0,296775397006.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,29,4.118.389.665,10.675.628.488,,29.0,4118389665.0,10675628488.0
52,02 > 52,52,Thuế TNDN hoãn lại,29,-,-,,29.0,,
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51),,139.221.667.151,286.099.768.518,,,139221667151.0,286099768518.0
