row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,193.124.990.000,182.213.760.000,193124990000.0,182213760000.0
Lãi cho vay nhập gốc,Lãi cho vay nhập gốc,Lãi cho vay nhập gốc,9.672.623.730,12.151.476.270,9672623730.0,12151476270.0
Phân loại lại đầu tư vào công ty con thành phải thu khác (i),Phân loại lại đầu tư vào công ty con thành phải thu khác (i),Phân loại lại đầu tư vào công ty con thành phải thu khác (i),6.400.000.000,-,6400000000.0,
Phân loại lại phải thu khác thành cho vay (i),Phân loại lại phải thu khác thành cho vay (i),Phân loại lại phải thu khác thành cho vay (i),6.400.000.000,-,6400000000.0,
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",8.338.816.730,17.672.969.908,8338816730.0,17672969908.0
Chuyển từ hàng tồn kho sang TSCĐ,Chuyển từ hàng tồn kho sang TSCĐ,Chuyển từ hàng tồn kho sang TSCĐ,4.464.887.704,-,4464887704.0,
Thanh lý TSCĐ nhượng chưa thu tiền,Thanh lý TSCĐ nhượng chưa thu tiền,Thanh lý TSCĐ nhượng chưa thu tiền,5.692.483.172,3.072.600.000,5692483172.0,3072600000.0
"Trả trước cho người bán để mua sắm, xây dựng TSCĐ","Trả trước cho người bán để mua sắm, xây dựng TSCĐ","Trả trước cho người bán để mua sắm, xây dựng TSCĐ",764.356.515,-,764356515.0,
Cán trừ phải thu tiền và phải trả tiền từ nhận chuyển nhượng cổ phần,Cán trừ phải thu tiền và phải trả tiền từ nhận chuyển nhượng cổ phần,Cán trừ phải thu tiền và phải trả tiền từ nhận chuyển nhượng cổ phần,-,180.000.000.000,,180000000000.0
Cán trừ phải trả nhà cung cấp và phải thu từ thanh lý tài sản,Cán trừ phải trả nhà cung cấp và phải thu từ thanh lý tài sản,Cán trừ phải trả nhà cung cấp và phải thu từ thanh lý tài sản,-,5.692.842.225,,5692842225.0
