row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,"Mua hàng hóa, dịch vụ",26.076.521.626,44.095.280.074,,26076521626.0,44095280074.0
Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Chia và chi trả cổ tức cổ phần ưu đãi,39.290.400.000,-,,39290400000.0,
Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Phí dịch vụ,6.429.497.864,-,,6429497864.0,
Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Nhận chi phí hỗ trợ,972.532.305,-,,972532305.0,
Công ty Cổ phần Hàng tiêu dùng Biên Hòa,Công ty Cổ phần Hàng tiêu dùng Biên Hòa,Công ty Cổ phần Hàng tiêu dùng Biên Hòa,"Mua hàng hóa, dịch vụ",51.878.400,-,,51878400.0,
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Doanh thu bán hàng và cung cấp dịch vụ,16.809.600.000,16.859.624.220,,16809600000.0,16859624220.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Cổ tức được chia,74.512.227.500,95.375.651.200,,74512227500.0,95375651200.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,"Thu, chi hộ, dòng tiền thuần",620.585.930,1.012.660.557,,620585930.0,1012660557.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Nhận chuyển nhượng cổ phần,-,117.000.000.000,,,117000000000.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Lãi trả chậm,-,4.925.205.479,,,4925205479.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Mua hàng hóa dịch vụ,-,115.077.056,,,115077056.0
Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Thu hồi tài sản thuần sau giải thể công ty con,8.255.944.462,-,,8255944462.0,
Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Mua hàng hóa dịch vụ,-,325.363.003,,,325363003.0
Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,"Thu, chi hộ, dòng tiền thuần",-,26.032.417,,,26032417.0
