row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,75.011.928.463,72.342.904.127,75011928463.0,72342904127.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,37.675.569.136,26.421.297.361,37675569136.0,26421297361.0
- Chi phí môi giới,- Chi phí môi giới,- Chi phí môi giới,18.038.157.834,23.310.149.444,18038157834.0,23310149444.0
- Chi phí quảng cáo,- Chi phí quảng cáo,- Chi phí quảng cáo,14.418.406.252,20.044.889.910,14418406252.0,20044889910.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,667.296.526,221.453.202,667296526.0,221453202.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,4.212.498.715,2.345.114.210,4212498715.0,2345114210.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,111.539.790.453,92.529.351.418,111539790453.0,92529351418.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,71.992.879.851,58.297.349.294,71992879851.0,58297349294.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,23.508.303.102,19.252.006.117,23508303102.0,19252006117.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,2.239.928.703,2.118.246.964,2239928703.0,2118246964.0
- Hoàn nhập dự phòng,- Hoàn nhập dự phòng,- Hoàn nhập dự phòng,(3.821.124.874),(945.543.824),-3821124874.0,-945543824.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,17.619.803.671,13.807.292.867,17619803671.0,13807292867.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,186.551.718.916,164.872.255.545,186551718916.0,164872255545.0
