row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Đất Xanh Miền Bắc,Phải thu ngắn hạn khác > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Vốn góp HĐHTKD,400.550.323.000,186.068.131.414,,,400550323000.0,186068131414.0
Đất Xanh Miền Bắc,Phải thu ngắn hạn khác > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Cổ tức,1.160.250.000,1.160.250.000,,,1160250000.0,1160250000.0
Đất Xanh Miền Bắc,Phải thu ngắn hạn khác > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Lãi cho vay,-,60.000.000,,,,60000000.0
Đất Xanh Miền Trung,Phải thu ngắn hạn khác > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Vốn góp HĐHTKD,152.087.597.735,38.624.176.000,,,152087597735.0,38624176000.0
Đất Xanh Miền Nam,Phải thu ngắn hạn khác > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Vốn góp HĐHTKD,123.483.384.428,6.049.686.716,,,123483384428.0,6049686716.0
Đất Xanh Đông Nam Bộ,Phải thu ngắn hạn khác > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Vốn góp HĐHTKD,21.000.000.000,-,,,21000000000.0,
Ông Lương Trí Tú,Phải thu ngắn hạn khác > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Tạm ứng,3.011.726.866,3.432.426.866,,,3011726866.0,3432426866.0
Ông Trần Công Luận,Phải thu ngắn hạn khác > Ông Trần Công Luận,Ông Trần Công Luận,"Phó Tổng Giám đốc (""TGD"")",Tạm ứng,2.145.000.000,-,,,2145000000.0,
Ông Nguyễn Khánh Hưng,Phải thu ngắn hạn khác > Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Chủ tịch HDQT,Tạm ứng,1.428.922.600,1.204.322.600,,,1428922600.0,1204322600.0
LDG,Phải thu ngắn hạn khác > LDG,LDG,Công ty liên kết,Lãi cho vay,1.415.000.000,8.418.562.500,,,1415000000.0,8418562500.0
LDG,Phải thu ngắn hạn khác > LDG,LDG,Công ty liên kết,Khác,60.000.000,-,,,60000000.0,
Xuân Định,Phải thu ngắn hạn khác > Xuân Định,Xuân Định,Công ty con,Phải thu về góp vốn,-,135.000.000.000,,,,135000000000.0
Xuân Định,Phải thu ngắn hạn khác > Xuân Định,Xuân Định,Công ty con,Tạm ứng vốn,-,278.085.447,,,,278085447.0
Xuân Định,Phải thu ngắn hạn khác > Xuân Định,Xuân Định,Công ty con,Lãi từ cho vay,-,40.613.646,,,,40613646.0
Vicco Saigon,Phải thu ngắn hạn khác > Vicco Saigon,Vicco Saigon,Công ty con,Chi hộ,-,488.430.000,,,,488430000.0
,,,,,706.342.204.629,380.824.685.189,,,706342204629.0,380824685189.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,,,
Xây dựng FBV,Phải trả người bán ngắn hạn > Xây dựng FBV,Xây dựng FBV,Công ty con,Dịch vụ xây dựng,10.277.090.656,-,,,10277090656.0,
Đất Xanh Đông Nam Bộ,Phải trả người bán ngắn hạn > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Dịch vụ,1.273.321.716,1.273.321.716,,,1273321716.0,1273321716.0
,,,,,11.550.412.372,1.273.321.716,,,11550412372.0,1273321716.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,,,,
Ông Lương Trí Thảo,Người mua trả tiền trước ngắn hạn > Ông Lương Trí Thảo,Ông Lương Trí Thảo,Thành viên HDQT,Ứng trước,-,1.100.000.000,,,,1100000000.0
Ông Nguyễn Khánh Hưng,Người mua trả tiền trước ngắn hạn > Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Chủ tịch HDQT,Ứng trước,-,200.000.000,,,,200000000.0
,,,,,-,1.300.000.000,,,,1300000000.0
