row_label_raw,row_label_full,Ông Lương Trí Thìn,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Tổng Giám đốc,,,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Phó Tổng Giám đốc,,,
Ông Trần Công Luận,Ông Trần Công Luận,Ông Trần Công Luận,Phó Tổng Giám đốc,bổ nhiệm ngày 27 tháng 3 năm 2017,,
Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Phó Tổng Giám đốc,bổ nhiệm ngày 27 tháng 3 năm 2017,,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Phó Tổng Giám đốc,bổ nhiệm ngày 27 tháng 3 năm 2017,,
Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Kế toán trưởng,bổ nhiệm ngày 3 tháng 4 năm 2017,,
Ông Trường Minh Chánh,Ông Trường Minh Chánh,Ông Trường Minh Chánh,Kế toán trưởng,miễn nhiệm ngày 3 tháng 4 năm 2017,,
