row_label_raw,row_label_full,col_0,col_1,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__col_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,,Tỷ lệbiểuquyết(%),Giá gốcđầu tưVND,Tỷ lệbiểuquyết(%),Giá gốcđầu tưVND,,,,,
LDG (*),LDG (*),LDG (*),Kinh doanh BĐS,"43,38",376.516.210.000,"41,33",121.516.210.000,,43.38,376516210000.0,41.33,121516210000.0
