row_label_raw,row_label_full,Ông Lương Trí Thìn,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Chủ tịch,bổ nhiệm ngày 31 tháng 3 năm 2017,,
Ông Phạm Linh,Ông Phạm Linh,Ông Phạm Linh,Thành viên,từ nhiệm ngày 4 tháng 1 năm 2018,,
Ông Trần Việt Anh,Ông Trần Việt Anh,Ông Trần Việt Anh,Thành viên,,,
Ông Lương Trí Thảo,Ông Lương Trí Thảo,Ông Lương Trí Thảo,Thành viên,,,
