row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
Đất Xanh Miền Bắc,Phải thu ngắn hạn của khách hàng > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Doanh thu dịch vụ BĐS,97.557.890.740,28.618.622.260,,,97557890740.0,28618622260.0
Đất Xanh Miền Nam,Phải thu ngắn hạn của khách hàng > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Doanh thu dịch vụ BĐS,29.276.834.102,8.382.765.672,,,29276834102.0,8382765672.0
Đất Xanh Miền Trung,Phải thu ngắn hạn của khách hàng > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Doanh thu dịch vụ BĐS,12.484.691.998,7.272.918.400,,,12484691998.0,7272918400.0
Đất Xanh Đông Nam Bộ,Phải thu ngắn hạn của khách hàng > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Doanh thu dịch vụ BĐS,11.402.554.086,132.872.056,,,11402554086.0,132872056.0
Long Kim Phát,Phải thu ngắn hạn của khách hàng > Long Kim Phát,Long Kim Phát,Công ty con,Doanh thu dịch vụ BĐS,507.105.532,1.118.850.834,,,507105532.0,1118850834.0
Đất Xanh Nha Trang,Phải thu ngắn hạn của khách hàng > Đất Xanh Nha Trang,Đất Xanh Nha Trang,Công ty con,Doanh thu dịch vụ BĐS,402.402.333,-,,,402402333.0,
Ông Lương Trí Tú,Phải thu ngắn hạn của khách hàng > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Doanh thu bán căn hộ,73.506.490,-,,,73506490.0,
LDG,Phải thu ngắn hạn của khách hàng > LDG,LDG,Công ty liên kết,Phí dịch vụ tư vấn,-,745.000.000,,,,745000000.0
,,,,,151.704.985.281,46.271.029.222,,,151704985281.0,46271029222.0
