row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017_1,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Ngày 31 tháng 12 năm 2017,numeric__Ngày 31 tháng 12 năm 2017_1,numeric__Ngày 31 tháng 12 năm 2016,numeric__Ngày 31 tháng 12 năm 2016_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ sở hữu,Giá gốc đầu tư VND,Tỷ lệ sở hữu,Giá gốc đầu tư VND,,,,,,
"Công ty TNHH MTV Đất Xanh Hội An (""Đất Xanh Hội An"") (i)","Tên công ty con > Công ty TNHH MTV Đất Xanh Hội An (""Đất Xanh Hội An"") (i)","Công ty TNHH MTV Đất Xanh Hội An (""Đất Xanh Hội An"") (i)",Kinh doanh BĐS,Đang hoạt động,100,1.000.000.000.000,-,-,,,100.0,1000000000000.0,,
"Công ty TNHH Đầu tư Sài Gòn Riverside (""Saigon Riverside"") (ii)","Tên công ty con > Công ty TNHH Đầu tư Sài Gòn Riverside (""Saigon Riverside"") (ii)","Công ty TNHH Đầu tư Sài Gòn Riverside (""Saigon Riverside"") (ii)",Kinh doanh BĐS,Đang hoạt động,75,712.500.000.000,-,-,,,75.0,712500000000.0,,
"Công ty Cổ phần Đầu tư Dầu khí Thăng Long (""Thăng Long Petrol"") (iii)","Tên công ty con > Công ty Cổ phần Đầu tư Dầu khí Thăng Long (""Thăng Long Petrol"") (iii)","Công ty Cổ phần Đầu tư Dầu khí Thăng Long (""Thăng Long Petrol"") (iii)",Kinh doanh BĐS,Đang hoạt động,"99,9",573.275.645.890,-,-,,,99.9,573275645890.0,,
"Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"")","Tên công ty con > Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"")","Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"")",Kinh doanh BĐS,Đang hoạt động,"99,99",237.998.968.240,"99,99",237.998.968.240,,,99.99,237998968240.0,99.99,237998968240.0
"Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"")","Tên công ty con > Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"")","Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"")",Kinh doanh BĐS,Đang hoạt động,"99,89",235.740.000.000,"99,89",235.740.000.000,,,99.89,235740000000.0,99.89,235740000000.0
"Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (""Xuân Định"") (iv)","Tên công ty con > Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (""Xuân Định"") (iv)","Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (""Xuân Định"") (iv)",Kinh doanh BĐS,Đang hoạt động,"99,99",205.000.000.000,"99,99",70.000.000.000,,,99.99,205000000000.0,99.99,70000000000.0
"Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"") (v)","Tên công ty con > Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"") (v)","Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"") (v)",Kinh doanh BĐS,Đang hoạt động,"99,9",187.448.297.795,-,-,,,99.9,187448297795.0,,
"Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (vi)","Tên công ty con > Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (vi)","Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (vi)",Kinh doanh và môi giới BĐS,Đang hoạt động,55,155.210.000.000,55,52.250.000.000,,,55.0,155210000000.0,55.0,52250000000.0
"Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (vii)","Tên công ty con > Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (vii)","Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (vii)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,133.029.100.009,51,62.139.100.009,,,51.0,133029100009.0,51.0,62139100009.0
"Công ty Cổ phần In Nông Nghiệp (""In Nông Nghiệp"")","Tên công ty con > Công ty Cổ phần In Nông Nghiệp (""In Nông Nghiệp"")","Công ty Cổ phần In Nông Nghiệp (""In Nông Nghiệp"")",Kinh doanh BĐS,Đang hoạt động,"99,98",132.985.600.000,"99,98",132.985.600.000,,,99.98,132985600000.0,99.98,132985600000.0
"Công ty Cổ phần Bất động sản Sài Đồng (""Sài Đồng"") (viii)","Tên công ty con > Công ty Cổ phần Bất động sản Sài Đồng (""Sài Đồng"") (viii)","Công ty Cổ phần Bất động sản Sài Đồng (""Sài Đồng"") (viii)",Kinh doanh BĐS,Đang hoạt động,"70,99",126.150.812.000,-,-,,,70.99,126150812000.0,,
"Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"") (ix)","Tên công ty con > Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"") (ix)","Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"") (ix)",Kinh doanh BĐS,Đang hoạt động,"99,99",125.102.377.251,"99,99",68.159.617.704,,,99.99,125102377251.0,99.99,68159617704.0
"Công ty Cổ phần Xây dựng Địa ốc Long Kim Phát (""Long Kim Phát"")","Tên công ty con > Công ty Cổ phần Xây dựng Địa ốc Long Kim Phát (""Long Kim Phát"")","Công ty Cổ phần Xây dựng Địa ốc Long Kim Phát (""Long Kim Phát"")",Kinh doanh BĐS,Đang hoạt động,100,99.839.000.000,100,99.839.000.000,,,100.0,99839000000.0,100.0,99839000000.0
"Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"") (trước là Công ty Cổ phần Xây dựng ECI)","Tên công ty con > Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"") (trước là Công ty Cổ phần Xây dựng ECI)","Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"") (trước là Công ty Cổ phần Xây dựng ECI)",Xây dựng,Đang hoạt động,"89,26",31.914.675.000,"89,26",31.914.675.000,,,89.26,31914675000.0,89.26,31914675000.0
"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Tên công ty con > Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,26.520.000.000,51,26.520.000.000,,,51.0,26520000000.0,51.0,26520000000.0
