row_label_raw,row_label_full,Số dư đầu năm,31/12/2020VND > 12.956.433.957,31/12/2019VND > 10.456.433.957,numeric__31/12/2020VND > 12.956.433.957,numeric__31/12/2019VND > 10.456.433.957
Tiền nộp thêm,Tiền nộp thêm,Tiền nộp thêm,2.500.000.000,1.978.342.775,2500000000.0,1978342775.0
Lãi phân bổ,Lãi phân bổ,Lãi phân bổ,-,521.657.225,,521657225.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,15.456.433.957,12.956.433.957,15456433957.0,12956433957.0
