row_label_raw,row_label_full,col_0,Năm 2020 > Khối lượng giao dịch thực hiện trong năm (đơn vị),Năm 2020 > Giá trị giao dịch thực hiện trong năm (VND),Năm 2019 > Khối lượng giao dịch thực hiện trong năm (đơn vị),Năm 2019 > Giá trị giao dịch thực hiện trong năm (VND),numeric__Năm 2020 > Khối lượng giao dịch thực hiện trong năm (đơn vị),numeric__Năm 2020 > Giá trị giao dịch thực hiện trong năm (VND),numeric__Năm 2019 > Khối lượng giao dịch thực hiện trong năm (đơn vị),numeric__Năm 2019 > Giá trị giao dịch thực hiện trong năm (VND)
a. Của Công ty,a. Của Công ty,a. Của Công ty,619.544.290,15.127.551.225.400,90.963.188,5.644.572.672.100,619544290.0,15127551225400.0,90963188.0,5644572672100.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,93.103.150,2.753.656.811.400,27.660.738,886.298.004.400,93103150.0,2753656811400.0,27660738.0,886298004400.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,109.280.000,11.570.387.200.000,43.880.000,4.732.591.230.000,109280000.0,11570387200000.0,43880000.0,4732591230000.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,417.161.140,803.507.214.000,19.422.450,25.683.437.700,417161140.0,803507214000.0,19422450.0,25683437700.0
b. Của nhà đầu tư,b. Của nhà đầu tư,b. Của nhà đầu tư,10.946.506.031,176.749.886.617.660,5.789.817.481,113.642.009.360.265,10946506031.0,176749886617660.0,5789817481.0,113642009360265.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,10.689.890.991,176.198.811.167.760,5.731.210.998,113.406.232.434.068,10689890991.0,176198811167760.0,5731210998.0,113406232434068.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,470.000,48.344.550.000,980.123,97.183.666.597,470000.0,48344550000.0,980123.0,97183666597.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,256.145.040,502.730.899.900,57.626.360,138.593.259.600,256145040.0,502730899900.0,57626360.0,138593259600.0
Tổng cộng,Tổng cộng,Tổng cộng,11.566.050.321,191.877.437.843.060,5.880.780.669,119.286.582.032.365,11566050321.0,191877437843060.0,5880780669.0,119286582032365.0
