row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2020 VND,31/12/2019 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__31/12/2019 VND
200,200,200,B. TÀI SẢN DÀI HẠN,,299.499.242.896,228.505.546.715,,,299499242896.0,228505546715.0
210,210,210,I. Tài sản tài chính dài hạn,,150.000.000.000,76.750.000.000,,,150000000000.0,76750000000.0
212,212,212,1. Các khoản đầu tư,,150.000.000.000,76.750.000.000,,,150000000000.0,76750000000.0
212.1,212.1,212.1,1.1. Các khoản đầu tư nằm giữ đến ngày đáo hạn,7.2,150.000.000.000,76.750.000.000,,72.0,150000000000.0,76750000000.0
220,220,220,II. Tài sản cố định,,53.153.319.005,50.225.072.596,,,53153319005.0,50225072596.0
221,221,221,1. Tài sản cố định hữu hình,14,35.608.810.803,33.535.093.918,,14.0,35608810803.0,33535093918.0
222,222,222,1.1. Nguyễn giá,,104.530.974.735,94.889.564.795,,,104530974735.0,94889564795.0
223a,223a,223a,1.2. Giá trị khấu hao lũy kế,,(68.922.163.932),(61.354.470.877),,,-68922163932.0,-61354470877.0
227,227,227,2. Tài sản cố định vô hình,15,17.544.508.202,16.689.978.678,,15.0,17544508202.0,16689978678.0
228,228,228,2.1. Nguyễn giá,,32.872.301.271,25.895.687.373,,,32872301271.0,25895687373.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(15.327.793.069),(9.205.708.695),,,-15327793069.0,-9205708695.0
250,250,250,III. Tài sản dài hạn khác,,96.345.923.891,101.530.474.119,,,96345923891.0,101530474119.0
251,251,251,"1. Cảm cố, thể chấp, ký quỹ, ký cược dài hạn",,2.573.511.568,2.570.398.268,,,2573511568.0,2570398268.0
252,252,252,2. Chi phí trả trước dài hạn,16,67.372.088.116,73.838.675.689,,16.0,67372088116.0,73838675689.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,38.2,854.098.883,2.095.359.170,,382.0,854098883.0,2095359170.0
254,254,254,4. Tiền nộp Quỹ Hỗ trợ thanh toán,17,15.456.433.957,12.956.433.957,,17.0,15456433957.0,12956433957.0
255,255,255,5. Tài sản dài hạn khác,18,10.089.791.367,10.069.607.035,,18.0,10089791367.0,10069607035.0
270,270,270,TỔNG CỘNG TÀI SẢN,,7.015.596.150.799,4.750.256.464.236,,,7015596150799.0,4750256464236.0
