row_label_raw,row_label_full,Mă số,CHỈ TIÊU,Thuyết minh,Năm 2020 VND,Năm 2019 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 VND,numeric__Năm 2019 VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước Thuế TNDN,,336.105.078.681,288.578.263.816,,,336105078681.0,288578263816.0
02,02,02,Điều chỉnh cho các khoản:,,126.894.184.265,102.138.983.852,,,126894184265.0,102138983852.0
03,03,03,Khấu hao TSCĐ,,14.791.178.689,11.811.400.515,,,14791178689.0,11811400515.0
04,04,04,Các khoản dự phòng,,(37.538.398.046),(61.647.629.356),,,-37538398046.0,-61647629356.0
05,05,05,Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,,(12.586.680),-,,,-12586680.0,
06,06,06,"Chi phí lãi vay, lãi trái phiếu phát hành",,187.285.347.054,174.478.690.303,,,187285347054.0,174478690303.0
08,08,08,Dự thu tiền lãi,,(37.631.356.752),(22.503.477.610),,,-37631356752.0,-22503477610.0
10,10,10,Tăng các chi phí phi tiền tệ,,(2.754.407.057),(17.405.159.558),,,-2754407057.0,-17405159558.0
11,11,11,Lỗ đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,(2.754.407.057),(17.405.159.558),,292.0,-2754407057.0,-17405159558.0
18,18,18,Giảm các doanh thu phi tiền tệ,,(3.451.894.379),(4.334.969.430),,,-3451894379.0,-4334969430.0
19,19,19,Lãi đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,(3.451.894.379),(4.334.969.430),,292.0,-3451894379.0,-4334969430.0
30,30,30,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,456.792.961.510,368.977.118.680,,,456792961510.0,368977118680.0
31,31,31,Tăng tài sản tài chính FVTPL,,(701.056.789.689),(408.254.290.159),,,-701056789689.0,-408254290159.0
32,32,32,Tăng các khoản đầu tư HTM,,(279.990.000.000),(221.253.143.926),,,-279990000000.0,-221253143926.0
33,33,33,Tăng các khoản cho vay,,(1.433.940.798.670),(389.114.577.669),,,-1433940798670.0,-389114577669.0
34,34,34,Giảm tài sản tài chính AFS,,13.518.785.000,96.700.649.899,,,13518785000.0,96700649899.0
35,35,35,(Tăng)/Giảm phải thu bán các tài sản tài chính,,(120.229.160.100),250.000.000,,,-120229160100.0,250000000.0
36,36,36,"Giảm phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",,22.503.477.610,16.842.208.135,,,22503477610.0,16842208135.0
37,37,37,Giảm/(tăng) các khoản phải thu các dịch vụ CTCK cung cấp,,146.355.437.738,(9.439.886.997),,,146355437738.0,-9439886997.0
39,39,39,(Tăng)/giảm các khoản phải thu khác,,(146.476.064.883),11.236.376.641,,,-146476064883.0,11236376641.0
40,40,40,Giảm/(tăng) các tài sản khác,,1.490.481.870,(2.227.512.215),,,1490481870.0,-2227512215.0
41,41,41,Tăng/(giảm) chi phí phải trả (không bao gồm chi phí lãi vay),,7.697.209.011,(18.463.272.968),,,7697209011.0,-18463272968.0
42,42,42,Tăng chi phí trả trước,,5.835.910.993,984.861.687,,,5835910993.0,984861687.0
43,43,43,Thuế TNDN đã nộp,22,(52.694.394.141),(40.589.726.458),,22.0,-52694394141.0,-40589726458.0
44,44,44,Lãi vay đã trả,,(196.658.940.644),(185.146.638.753),,,-196658940644.0,-185146638753.0
45,45,45,Tăng phải trả cho người bán,,396.063.172.453,4.654.963.844,,,396063172453.0,4654963844.0
46,46,46,Tăng các khoản trích nộp phúc lợi nhân viên,,672.782.878,593.143.794,,,672782878.0,593143794.0
47,47,47,Tăng/(giảm) thuế và các khoản phải nộp Nhà nước (Không bao gồm thuế TNDN đã nộp),,12.234.108.373,(2.241.438.131),,,12234108373.0,-2241438131.0
48,48,48,Tăng/(giảm) phải trả người lao động,,6.924.980.207,(1.395.371.914),,,6924980207.0,-1395371914.0
50,50,50,"Tăng phải trả, phải nộp khác",,496.880.531.201,585.571.694.935,,,496880531201.0,585571694935.0
60,60,60,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(1.364.076.309.283),(192.314.841.575),,,-1364076309283.0,-192314841575.0
