row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước VND
1,1,1,Cổ phiếu niêm yết,22.288.695,635.847.250.650,677.219.620.824,41.372.370.174,37.871.598.445,,22288695.0,635847250650.0,677219620824.0,41372370174.0,37871598445.0
1,1,1,BSR,2.022.100,16.125.140.000,21.850.318.907,5.725.178.907,6.294.581.093,,2022100.0,16125140000.0,21850318907.0,5725178907.0,6294581093.0
1,1,1,PNJ,497.410,31.666.945.000,35.765.285.581,4.098.340.581,341.057.213,,497410.0,31666945000.0,35765285581.0,4098340581.0,341057213.0
1,1,1,MWG,925.700,94.064.286.000,98.824.804.406,4.760.518.406,2.036.376.819,,925700.0,94064286000.0,98824804406.0,4760518406.0,2036376819.0
1,1,1,FPT,1.895.030,90.309.689.000,95.739.921.646,5.430.232.646,129.487.276,,1895030.0,90309689000.0,95739921646.0,5430232646.0,129487276.0
1,1,1,HPG,2.783.290,66.303.623.500,70.169.417.634,3.865.794.134,3.900.718.153,,2783290.0,66303623500.0,70169417634.0,3865794134.0,3900718153.0
1,1,1,ACB,1.453.400,27.924.670.000,30.244.182.471,2.319.512.471,-,,1453400.0,27924670000.0,30244182471.0,2319512471.0,
1,1,1,VNM,215.220,23.065.763.000,25.180.089.861,2.114.326.861,643.718.980,,215220.0,23065763000.0,25180089861.0,2114326861.0,643718980.0
1,1,1,REE,1.590.260,49.579.619.000,52.190.668.921,2.611.049.921,838.293.352,,1590260.0,49579619000.0,52190668921.0,2611049921.0,838293352.0
1,1,1,HDB,718.590,17.453.171.000,19.538.827.902,2.085.656.902,-,,718590.0,17453171000.0,19538827902.0,2085656902.0,
1,1,1,VPB,3.977.530,90.458.232.500,93.567.439.406,3.109.206.906,-,,3977530.0,90458232500.0,93567439406.0,3109206906.0,
1,1,1,Cổ phiếu niêm yết khác,6.210.165,128.896.111.650,134.148.664.089,5.252.552.439,23.687.365.559,,6210165.0,128896111650.0,134148664089.0,5252552439.0,23687365559.0
2,2,2,Chứng chỉ tiền gửi,100.402,631.887.089.886,631.921.618.950,34.529.064,-,,100402.0,631887089886.0,631921618950.0,34529064.0,
3,3,3,Cổ phiếu chưa niêm yết,1.050.000,6.000.000.000,13.520.000.000,7.520.000.000,50.409.149.899,,1050000.0,6000000000.0,13520000000.0,7520000000.0,50409149899.0
3,3,3,OTCTLI,1.000.000,5.000.000.000,11.640.000.000,6.640.000.000,-,,1000000.0,5000000000.0,11640000000.0,6640000000.0,
3,3,3,OTCVIETRANSHIP,50.000,1.000.000.000,1.880.000.000,880.000.000,-,,50000.0,1000000000.0,1880000000.0,880000000.0,
3,3,3,OTCNEM,-,-,-,-,50.409.149.899,,,,,,50409149899.0
4,4,4,Trải phiếu niêm yết,30.890.001,3.286.600.760.000,3.287.333.000.000,732.240.000,175.830.000,,30890001.0,3286600760000.0,3287333000000.0,732240000.0,175830000.0
4,4,4,Trải phiếu TD2025006,1.600.000,162.193.900.000,162.412.300.000,218.400.000,-,,1600000.0,162193900000.0,162412300000.0,218400000.0,
4,4,4,Trải phiếu TD1926170,1.610.001,184.731.640.000,184.823.878.540,92.238.540,12.000.000,,1610001.0,184731640000.0,184823878540.0,92238540.0,12000000.0
4,4,4,Trải phiếu TD2035026,1.450.000,146.341.500.000,146.408.900.000,67.400.000,-,,1450000.0,146341500000.0,146408900000.0,67400000.0,
4,4,4,Trải phiếu TD2025005,3.300.000,330.047.000.000,330.083.300.000,36.300.000,-,,3300000.0,330047000000.0,330083300000.0,36300000.0,
4,4,4,Trải phiếu niêm yết khác,22.930.000,2.463.286.720.000,2.463.604.621.460,317.901.460,163.830.000,,22930000.0,2463286720000.0,2463604621460.0,317901460.0,163830000.0
