row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020 VND,Năm 2019 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 VND,numeric__Năm 2019 VND
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,84.523.929.035.310,54.972.633.601.648,,,84523929035310.0,54972633601648.0
02,02,02,2. Tiền chi mua chứng khoán môi giới cho khách hàng,,(85.355.222.559.350),(53.730.478.824.517),,,-85355222559350.0,-53730478824517.0
07,07,07,3. Nhận tiền gửi/(chi trả) để thanh toán giao dịch chứng khoán của khách hàng,,2.501.638.842.073,(1.890.349.423.683),,,2501638842073.0,-1890349423683.0
11,11,11,4. Chi trả phí lưu ký chứng khoán của khách hàng,,(8.766.216.471),(8.079.400.343),,,-8766216471.0,-8079400343.0
14,14,14,5. Tiền thu của Tổ chức phát hành chứng khoán,,1.940.391.733.518,2.224.453.079.714,,,1940391733518.0,2224453079714.0
15,15,15,6. Tiền chi trả Tổ chức phát hành chứng khoán,,(1.940.419.972.164),(2.217.450.212.054),,,-1940419972164.0,-2217450212054.0
20,20,20,Tăng/(giảm) tiền thuần trong năm,,1.661.550.862.916,(649.271.179.235),,,1661550862916.0,-649271179235.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,869.485.669.089,1.518.756.848.324,,,869485669089.0,1518756848324.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,869.485.669.089,1.518.756.848.324,,,869485669089.0,1518756848324.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý Trong đó,,858.050.647.695,1.514.979.124.473,,,858050647695.0,1514979124473.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý Trong đó,,710.646.916.601,1.154.820.916.966,,,710646916601.0,1154820916966.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý Trong đó,,147.403.731.094,360.158.207.507,,,147403731094.0,360158207507.0
33,33,33,- Tiền gửi ký quỹ của nhà đầu tư tại VSD,,,,,,,
33,33 > 33,33,- Tiền gửi ký quỹ của nhà đầu tư tại VSD,,2.214.488.747,1.560.058.864,,,2214488747.0,1560058864.0
35,33 > 35,35,- Tiền gửi của Tổ chức phát hành,,9.220.532.647,2.217.664.987,,,9220532647.0,2217664987.0
40,33 > 40,40,III. Tiền và các khoản tương đương tiền cuối năm của khách hàng,,2.531.036.532.005,869.485.669.089,,,2531036532005.0,869485669089.0
41,33 > 41,41,Tiền gửi ngân hàng cuối năm:,,2.531.036.532.005,869.485.669.089,,,2531036532005.0,869485669089.0
42,33 > 42,42,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý Trong đó,,2.516.821.135.267,858.050.647.695,,,2516821135267.0,858050647695.0
42,33 > 42,42,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý Trong đó,,2.413.620.553.500,710.646.916.601,,,2413620553500.0,710646916601.0
42,33 > 42,42,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý Trong đó,,103.200.581.767,147.403.731.094,,,103200581767.0,147403731094.0
43,43,43,- Tiền gửi có kỳ hạn,,,,,,,
43,43 > 43,43,- Tiền gửi có kỳ hạn,,5.023.102.737,2.214.488.747,,,5023102737.0,2214488747.0
45,43 > 45,45,- Tiền gửi của Tổ chức phát hành,,9.192.294.001,9.220.532.647,,,9192294001.0,9220532647.0
