row_label_raw,row_label_full,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán VND,Giá trị hợp lý VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm VND,Chênh lệch thuần điều chỉnh số kế toán trong năm VND,Chênh lệch tăng VND,Chênh lệch giảm VND,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị hợp lý VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm VND,numeric__Chênh lệch thuần điều chỉnh số kế toán trong năm VND,numeric__Chênh lệch tăng VND,numeric__Chênh lệch giảm VND
FVTPL,FVTPL,FVTPL,FVTPL,FVTPL,FVTPL,FVTPL,FVTPL,FVTPL,FVTPL,,,,,,,
Cổ phiếu niêm yết,FVTPL > Cổ phiếu niêm yết,Cổ phiếu niêm yết,124.215.792.649,124.855.634.464,639.841.815,(13.473.281.101),14.113.122.916,6.266.684.601,7.846.438.315,124215792649.0,124855634464.0,639841815.0,-13473281101.0,14113122916.0,6266684601.0,7846438315.0
HPG,FVTPL > HPG,HPG,42.436.185.051,43.279.603.000,843.417.949,2.320,843.415.629,843.415.629,-,42436185051.0,43279603000.0,843417949.0,2320.0,843415629.0,843415629.0,
TCB,FVTPL > TCB,TCB,17.096.216.429,20.969.550.000,3.873.333.571,(281.728),3.873.615.299,3.873.333.571,281.728,17096216429.0,20969550000.0,3873333571.0,-281728.0,3873615299.0,3873333571.0,281728.0
MSN,FVTPL > MSN,MSN,18.075.097.896,19.106.388.000,1.031.290.104,338.918.449,692.371.655,692.371.655,-,18075097896.0,19106388000.0,1031290104.0,338918449.0,692371655.0,692371655.0,
VNM,FVTPL > VNM,VNM,16.218.455.127,16.268.646.400,50.191.273,(43.650),50.234.923,50.191.273,43.650,16218455127.0,16268646400.0,50191273.0,-43650.0,50234923.0,50191273.0,43650.0
PNJ,FVTPL > PNJ,PNJ,7.272.234.294,7.654.176.000,381.941.706,81.676,381.860.030,381.860.030,-,7272234294.0,7654176000.0,381941706.0,81676.0,381860030.0,381860030.0,
VPB,FVTPL > VPB,VPB,3.982.178.682,4.301.862.500,319.683.818,(85.348),319.769.166,319.683.818,85.348,3982178682.0,4301862500.0,319683818.0,-85348.0,319769166.0,319683818.0,85348.0
SD3,FVTPL > SD3,SD3,9.157.541.200,3.323.988.000,(5.833.553.200),(1.346.400),(5.832.206.800),-,(5.832.206.800),9157541200.0,3323988000.0,-5833553200.0,-1346400.0,-5832206800.0,,-5832206800.0
VRE,FVTPL > VRE,VRE,2.890.008.883,3.168.950.800,278.941.917,29.267,278.912.650,278.912.650,-,2890008883.0,3168950800.0,278941917.0,29267.0,278912650.0,278912650.0,
MWG,FVTPL > MWG,MWG,2.141.697.926,2.198.698.800,57.000.874,(109.100),57.109.974,57.000.874,109.100,2141697926.0,2198698800.0,57000874.0,-109100.0,57109974.0,57000874.0,109100.0
STB,FVTPL > STB,STB,1.094.000.984,1.147.053.700,53.052.716,56.700,52.996.016,52.996.016,-,1094000984.0,1147053700.0,53052716.0,56700.0,52996016.0,52996016.0,
FPT,FVTPL > FPT,FPT,1.068.410.405,1.102.096.800,33.686.395,(489.028),34.175.423,33.686.395,489.028,1068410405.0,1102096800.0,33686395.0,-489028.0,34175423.0,33686395.0,489028.0
Cổ phiếu niêm yết khác,FVTPL > Cổ phiếu niêm yết khác,Cổ phiếu niêm yết khác,2.783.765.772,2.334.620.464,(449.145.308),(13.810.014.259),13.360.868.951,(316.767.310),13.677.636.261,2783765772.0,2334620464.0,-449145308.0,-13810014259.0,13360868951.0,-316767310.0,13677636261.0
Tổng cộng,FVTPL > Tổng cộng,Tổng cộng,124.215.792.649,124.855.634.464,639.841.815,(13.473.281.101),14.113.122.916,6.266.684.601,7.846.438.315,124215792649.0,124855634464.0,639841815.0,-13473281101.0,14113122916.0,6266684601.0,7846438315.0
