row_label_raw,row_label_full,Quá hạn VND,Đến 01 năm VND,Từ 01 – 05 năm VND,Trên 05 năm VND,Tổng cộng VND,numeric__Đến 01 năm VND,numeric__Từ 01 – 05 năm VND,numeric__Trên 05 năm VND,numeric__Tổng cộng VND
-,-,-,96.948.819.458,-,-,96.948.819.458,96948819458.0,,,96948819458.0
-,-,-,1.468.603.179.653,-,-,1.468.603.179.653,1468603179653.0,,,1468603179653.0
-,-,-,889.565.039.025,-,-,889.565.039.025,889565039025.0,,,889565039025.0
-,-,-,4.123.339.761.796,-,-,4.123.339.761.796,4123339761796.0,,,4123339761796.0
-,-,-,113.365.529.369,-,-,113.365.529.369,113365529369.0,,,113365529369.0
-,-,-,173.720.937.668,-,-,173.720.937.668,173720937668.0,,,173720937668.0
3.499.900.000,3.499.900.000,3.499.900.000,19.768.332.110,-,-,23.268.232.110,19768332110.0,,,23268232110.0
-,-,-,5.959.803.591,-,-,5.959.803.591,5959803591.0,,,5959803591.0
-,-,-,33.881.234.678,-,-,33.881.234.678,33881234678.0,,,33881234678.0
-,-,-,-,-,53.153.319.005,53.153.319.005,,,53153319005.0,53153319005.0
-,-,-,-,-,15.456.433.957,15.456.433.957,,,15456433957.0,15456433957.0
-,-,-,-,-,10.089.791.367,10.089.791.367,,,10089791367.0,10089791367.0
-,-,-,-,70.799.698.567,-,70.799.698.567,,70799698567.0,,70799698567.0
3.499.900.000,3.499.900.000,3.499.900.000,6.925.152.637.348,70.799.698.567,78.699.544.329,7.078.151.780.244,6925152637348.0,70799698567.0,78699544329.0,7078151780244.0
-,-,-,2.206.843.000.000,-,-,2.206.843.000.000,2206843000000.0,,,2206843000000.0
-,-,-,40.209.367.939,-,-,40.209.367.939,40209367939.0,,,40209367939.0
-,-,-,408.518.796.761,-,-,408.518.796.761,408518796761.0,,,408518796761.0
-,-,-,2.141.002.000,-,-,2.141.002.000,2141002000.0,,,2141002000.0
-,-,-,45.505.365.098,-,-,45.505.365.098,45505365098.0,,,45505365098.0
-,-,-,49.485.192.001,-,-,49.485.192.001,49485192001.0,,,49485192001.0
-,-,-,20.928.708.507,-,-,20.928.708.507,20928708507.0,,,20928708507.0
-,-,-,1.998.030.365.477,-,-,1.998.030.365.477,1998030365477.0,,,1998030365477.0
-,-,-,-,-,4.044.511.378,4.044.511.378,,,4044511378.0,4044511378.0
-,-,-,222.591.654.921,(44.399.679.657),-,178.191.975.264,222591654921.0,-44399679657.0,,178191975264.0
-,-,-,-,1.329.393.670,-,1.329.393.670,,1329393670.0,,1329393670.0
-,-,-,4.994.253.452.704,(43.070.285.987),4.044.511.378,4.955.227.678.095,4994253452704.0,-43070285987.0,4044511378.0,4955227678095.0
3.499.900.000,3.499.900.000,3.499.900.000,1.930.899.184.644,113.869.984.554,74.655.032.951,2.122.924.102.149,1930899184644.0,113869984554.0,74655032951.0,2122924102149.0
