row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2020 VND,31/12/2019 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__31/12/2019 VND
,,,B. TÀI SẢN VÀ CÁC KHOẢN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG (tiếp theo),,,,,,,
026,026,026,Tiền gửi của khách hàng,,2.531.036.532.005,869.485.669.089,,,2531036532005.0,869485669089.0
027,027,027,Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,28.10,2.516.821.135.267,858.050.647.695,,2810.0,2516821135267.0,858050647695.0
027.1,027.1,027.1,Trong đó: Tiền gửi ký quỹ của Nhà đầu tư tại VSD,,103.200.581.767,147.403.731.094,,,103200581767.0,147403731094.0
028,028,028,Tiền gửi tổng hợp giao dịch chứng khoán của khách hàng,28.10,5.023.102.737,2.214.488.747,,2810.0,5023102737.0,2214488747.0
030,030,030,Tiền gửi của Tổ chức phát hành chứng khoán,28.11,9.192.294.001,9.220.532.647,,2811.0,9192294001.0,9220532647.0
031,031,031,Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,28.12,2.521.844.238.004,860.265.136.442,,2812.0,2521844238004.0,860265136442.0
031.1,031.1,031.1,Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,2.501.824.003.728,852.972.718.349,,,2501824003728.0,852972718349.0
031.2,031.2,031.2,Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,20.020.234.276,7.292.418.093,,,20020234276.0,7292418093.0
032,032,032,Phải trả Tổ chức phát hành chứng khoán,28.13,84.738.364,523.418.364,,2813.0,84738364.0,523418364.0
035,035,035,"Phải trả cổ tức, gốc và lãi trái phiếu",28.14,9.107.555.637,8.697.114.283,,2814.0,9107555637.0,8697114283.0
