row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2020 VND,31/12/2019 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__31/12/2019 VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,6.716.096.907.903,4.521.750.917.521,,,6716096907903.0,4521750917521.0
110,110,110,I. Tài sản tài chính,,6.682.215.673.225,4.499.734.302.770,,,6682215673225.0,4499734302770.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,96.948.819.458,414.572.303.541,,5.0,96948819458.0,414572303541.0
111.1,111.1,111.1,1.1. Tiền,,49.648.819.458,237.272.303.541,,,49648819458.0,237272303541.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,47.300.000.000,177.300.000.000,,,47300000000.0,177300000000.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,1.468.603.179.653,753.433.267.048,,71.0,1468603179653.0,753433267048.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.2,739.565.039.025,532.825.039.025,,72.0,739565039025.0,532825039025.0
114,114,114,4. Các khoản cho vay,7.3,4.123.339.761.796,2.689.398.963.126,,73.0,4123339761796.0,2689398963126.0
115,115,115,5. Các tài sản tài chính sẵn sàng để bán (AFS),7.4,113.365.529.369,126.884.314.369,,74.0,113365529369.0,126884314369.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,7.5,(59.055.729.445),(67.925.729.445),,75.0,-59055729445.0,-67925729445.0
117,117,117,7. Các khoản phải thu,8,157.860.516.852,22.503.477.610,,8.0,157860516852.0,22503477610.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,,120.229.160.100,-,,,120229160100.0,
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",,37.631.356.752,22.503.477.610,,,37631356752.0,22503477610.0
,,,"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",,5.813.239.017,4.962.601.090,,,5813239017.0,4962601090.0
117.4,117.4,117.4,"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,31.818.117.735,17.540.876.520,,,31818117735.0,17540876520.0
118,118,118,8. Trả trước cho người bán,,15.860.420.816,3.021.593.084,,,15860420816.0,3021593084.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,23.268.232.110,169.623.669.848,,9.0,23268232110.0,169623669848.0
122,122,122,10. Các khoản phải thu khác,10,5.959.803.591,95.254.369.909,,10.0,5959803591.0,95254369909.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,11,(3.499.900.000),(239.856.965.345),,11.0,-3499900000.0,-239856965345.0
130,130,130,II. Tài sản ngắn hạn khác,,33.881.234.678,22.016.614.751,,,33881234678.0,22016614751.0
131,131,131,1. Tạm ứng,,983.822.696,2.087.131.325,,,983822696.0,2087131325.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,436.515.736,805.843.998,,,436515736.0,805843998.0
133,133,133,3. Chỉ phí trả trước ngắn hạn,12,4.479.398.323,3.848.721.743,,12.0,4479398323.0,3848721743.0
134,134,134,"4. Cầm cố, thể chấp, ký quỹ, ký cược ngắn hạn",13,15.223.478.223,15.236.736.523,,13.0,15223478223.0,15236736523.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,22,-,10.593.662,,22.0,,10593662.0
137,137,137,6. Tài sản ngắn hạn khác,,12.758.019.700,27.587.500,,,12758019700.0,27587500.0
