row_label_raw,row_label_full,Không quá hạn và không bị suy giảm VND,Quá hạn nhưng không bị suy giảm VND,Quá hạn và bị suy giảm giá trị VND,Tổng cộng VND,numeric__Quá hạn nhưng không bị suy giảm VND,numeric__Quá hạn và bị suy giảm giá trị VND,numeric__Tổng cộng VND
96.948.819.458,96.948.819.458,96.948.819.458,-,-,96.948.819.458,,,96948819458.0
4.123.339.761.796,4.123.339.761.796,4.123.339.761.796,-,-,4.123.339.761.796,,,4123339761796.0
25.728.135.701,25.728.135.701,25.728.135.701,-,3.499.900.000,29.228.035.701,,3499900000.0,29228035701.0
4.246.016.716.955,4.246.016.716.955,4.246.016.716.955,-,3.499.900.000,4.249.516.616.955,,3499900000.0,4249516616955.0
