row_label_raw,row_label_full,col_0,Nội dung nghiệp vụ,Năm 2020Thu nhập/(Chi phí)VND,Năm 2019Thu nhập/(Chi phí)VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2020Thu nhập/(Chi phí)VND,numeric__Năm 2019Thu nhập/(Chi phí)VND
Ngân hàng TMCPQuân đội,Ngân hàng TMCPQuân đội,Ngân hàng TMCPQuân đội,Thu lãi tiền gửi không kỳ hạn và có kỳ hạnDoanh thu phí quản lý cổ đôngDoanh thu phí hợp tác cho vay thanh toán tiền mua chứng khoánDoanh thu tư vấn phát hành trái phiếuDoanh thu chuyển nhượng trái phiếuChi phí thuê văn phòngChi phí môi giới MBS BondChi phí quảng cáoPhí giao dịch chứng khoánThu nhập quảng cáo,39.987.862.684600.000.00028.288.941.945(640.000.000)-(225.000.000)-,12.366.968.307600.000.00034.628.318.190--(14.460.000.000)(792.000.000)1.552.739.161909.090.909,,,
Công ty TNHHQuản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHHQuản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHHQuản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Chi phí tiền điện và thuê văn phòngDoanh thu tư vấn tài chínhChi phí tư vấn giá trị tài sản,(14.259.373.259)-(43.400.000),(14.822.613.013)80.000.000-,,,
Công ty TNHH Bảo hiểm nhân thọ MBAgeas,Công ty TNHHQuản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội > Công ty TNHH Bảo hiểm nhân thọ MBAgeas,Công ty TNHH Bảo hiểm nhân thọ MBAgeas,Doanh thu cho thuê văn phòngThu nhập khác,4.040.829.708-,4.040.829.7086.909.091,,,4.040829708690909e+16
Tổng Công ty cổ phần Bảo hiểmQuân đội,Tổng Công ty cổ phần Bảo hiểmQuân đội,Tổng Công ty cổ phần Bảo hiểmQuân đội,Doanh thu phí tư vấnChi phí bảo hiểmThu lãi tiền gửi,-,100.000.000(1.574.224.938)90.410.959,,,
Công ty Tài chínhTNHH MB SHINSEI,Công ty Tài chínhTNHH MB SHINSEI,Công ty Tài chínhTNHH MB SHINSEI,,,,,,
Công ty Cổ phầnQuản lý Quỹ đầu tư MB,Công ty Cổ phầnQuản lý Quỹ đầu tư MB,Công ty Cổ phầnQuản lý Quỹ đầu tư MB,Doanh thu phí dịch vụ lưu ký chứng khoánDoanh thu khácPhí tư vấn đầu tư chứng khoán,199.280.434-,119.829.35238.181.818(48.000.000),,,
"Hội đồng Quản trị,Ban Tổng Giám đốcvà Ban Kiểm soát","Công ty Cổ phầnQuản lý Quỹ đầu tư MB > Hội đồng Quản trị,Ban Tổng Giám đốcvà Ban Kiểm soát","Hội đồng Quản trị,Ban Tổng Giám đốcvà Ban Kiểm soát","Tiền lương, thường và thủ lao",13.485.250.351,(18.138.506.494),,13485250351.0,-18138506494.0
