row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giả trị bán VND,Giá vốn bình quân gia quyền VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giả trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước VND
5,5,5,Chứng quyền cỏ bảo đảm,110.640.930,147.589.674.364,135.510.464.800,33.012.672.951,13.148.636.672,,110640930.0,147589674364.0,135510464800.0,33012672951.0,13148636672.0
5,5,5,Đảo hạn chứng quyền CVNM1905,1.207.050,,,2.496.508.543,-,,1207050.0,,,2496508543.0,
5,5,5,Đảo hạn chứng quyền CFPT1908,950.770,,,2.449.066.362,-,,950770.0,,,2449066362.0,
5,5,5,Đảo hạn chứng quyền CVPB2005,1.371.530,,,2.156.026.118,-,,1371530.0,,,2156026118.0,
5,5,5,Đảo hạn chứng quyền CPNJ2001,1.910.830,,,1.872.806.080,-,,1910830.0,,,1872806080.0,
5,5,5,Đảo hạn chứng quyền CMWG2002,1.981.220,,,1.598.609.856,-,,1981220.0,,,1598609856.0,
5,5,5,Đảo hạn chứng quyền CMSN2004,1.336.890,,,1.550.043.621,-,,1336890.0,,,1550043621.0,
5,5,5,Đảo hạn chứng quyền CTCB1901,923.910,,,1.543.235.382,-,,923910.0,,,1543235382.0,
5,5,5,Đảo hạn chứng quyền CGMD1901,1.113.370,,,1.076.617.696,-,,1113370.0,,,1076617696.0,
5,5,5,Đảo hạn chứng quyền CPNJ2004,2.499.990,,,1.023.135.398,-,,2499990.0,,,1023135398.0,
5,5,5,Đảo hạn chứng quyền khác,11.896.970,,,5.167.414.331,9.701.672.665,,11896970.0,,,5167414331.0,9701672665.0
5,5,5,Mua chứng quyền CHPG2003,7.551.920,6.858.515.982,4.690.957.800,2.167.558.182,-,,7551920.0,6858515982.0,4690957800.0,2167558182.0,
5,5,5,Mua chứng quyền CFPT1908,3.571.930,6.749.556.843,5.578.451.300,1.171.105.543,-,,3571930.0,6749556843.0,5578451300.0,1171105543.0,
5,5,5,Mua chứng quyền CPNJ2001,2.722.420,3.678.028.958,3.054.196.300,623.832.658,-,,2722420.0,3678028958.0,3054196300.0,623832658.0,
5,5,5,Mua chứng quyền CMSN2004,2.367.060,4.008.458.215,3.414.976.400,593.481.815,-,,2367060.0,4008458215.0,3414976400.0,593481815.0,
5,5,5,Mua chứng quyền CTCB2004,3.879.660,6.837.880.581,6.289.242.500,548.638.081,-,,3879660.0,6837880581.0,6289242500.0,548638081.0,
5,5,5,Mua chứng quyền CVNM2003,4.240.340,9.961.613.597,9.426.219.800,535.393.797,-,,4240340.0,9961613597.0,9426219800.0,535393797.0,
5,5,5,Mua chứng quyền CMWG2002,2.502.100,3.149.893.015,2.640.397.800,509.495.215,-,,2502100.0,3149893015.0,2640397800.0,509495215.0,
5,5,5,Mua chứng quyền CHDB2002,2.573.230,4.294.812.952,3.793.967.400,500.845.552,-,,2573230.0,4294812952.0,3793967400.0,500845552.0,
5,5,5,Mua chứng quyền CVPB2005,1.922.990,4.509.680.750,4.046.634.100,463.046.650,-,,1922990.0,4509680750.0,4046634100.0,463046650.0,
5,5,5,Mua một số chứng quyền khác,54.116.750,97.541.233.471,92.575.421.400,4.965.812.071,3.446.964.007,,54116750.0,97541233471.0,92575421400.0,4965812071.0,3446964007.0
6,6,6,Hợp đồng tương lai,,,,17.650.680.000,679.300.000,,,,,17650680000.0,679300000.0
,,,Tổng công,192.585.993,8.907.461.105.041,8.789.164.102.554,156.881.145.874,104.500.547.308,,192585993.0,8907461105041.0,8789164102554.0,156881145874.0,104500547308.0
