row_label_raw,row_label_full,col_0,31/12/2020 > Giá gốc VND,31/12/2020 > Giá trị hợp lý VND,31/12/2019 > Giá gốc VND,31/12/2019 > Giá trị hợp lý VND,numeric__31/12/2020 > Giá gốc VND,numeric__31/12/2020 > Giá trị hợp lý VND,numeric__31/12/2019 > Giá gốc VND,numeric__31/12/2019 > Giá trị hợp lý VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,,,,
FPT,Cổ phiếu niêm yết > FPT,FPT,1.042.460.106,1.069.650.900,2.070.022.800,2.133.780.000,1042460106.0,1069650900.0,2070022800.0,2133780000.0
GMD,Cổ phiếu niêm yết > GMD,GMD,-,-,2.610.859.243,2.251.712.000,,,2610859243.0,2251712000.0
HDB,Cổ phiếu niêm yết > HDB,HDB,-,47.500,,,,47500.0,,
HPG,Cổ phiếu niêm yết > HPG,HPG,42.368.924.224,43.200.019.000,7.816.501.558,8.154.500.000,42368924224.0,43200019000.0,7816501558.0,8154500000.0
KDH,Cổ phiếu niêm yết > KDH,KDH,361.908.162,386.760.000,,,361908162.0,386760000.0,,
MSN,Cổ phiếu niêm yết > MSN,MSN,18.074.424.770,19.105.499.000,966.750.000,960.500.000,18074424770.0,19105499000.0,966750000.0,960500000.0
MWG,Cổ phiếu niêm yết > MWG,MWG,2.134.710.246,2.191.327.000,,,2134710246.0,2191327000.0,,
PNJ,Cổ phiếu niêm yết > PNJ,PNJ,7.234.395.986,7.608.330.000,13.992.526.606,14.487.560.000,7234395986.0,7608330000.0,13992526606.0,14487560000.0
REE,Cổ phiếu niêm yết > REE,REE,,,3.152.018.500,3.133.053.000,,,3152018500.0,3133053000.0
STB,Cổ phiếu niêm yết > STB,STB,1.086.994.990,1.139.060.000,,,1086994990.0,1139060000.0,,
TCB,Cổ phiếu niêm yết > TCB,TCB,17.096.216.429,20.969.550.000,6.437.007.063,6.291.382.500,17096216429.0,20969550000.0,6437007063.0,6291382500.0
VHM,Cổ phiếu niêm yết > VHM,VHM,,,1.723.722.000,1.696.000.000,,,1723722000.0,1696000000.0
VNM,Cổ phiếu niêm yết > VNM,VNM,16.137.037.847,16.186.828.800,8.357.036.020,7.409.400.000,16137037847.0,16186828800.0,8357036020.0,7409400000.0
VPB,Cổ phiếu niêm yết > VPB,VPB,3.947.499.357,4.255.875.000,,,3947499357.0,4255875000.0,,
VRE,Cổ phiếu niêm yết > VRE,VRE,2.877.907.640,3.155.700.000,234.734.500,238.000.000,2877907640.0,3155700000.0,234734500.0,238000000.0
Tổng cộng,Cổ phiếu niêm yết > Tổng cộng,Tổng cộng,112.362.479.757,119.268.647.200,47.361.178.290,46.755.887.500,112362479757.0,119268647200.0,47361178290.0,46755887500.0
