row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước VND
5,5,5,Trái phiếu chưa niêm yết,6.963.383,836.421.767.527,857.772.705.590,21.350.938.063,7.738.346.721,,6963383.0,836421767527.0,857772705590.0,21350938063.0,7738346721.0
5,5,5,Trái phiếu NVLBOND2019-03,1.197.860,123.999.919.917,134.923.916.737,10.923.996.820,358.899.408,,1197860.0,123999919917.0,134923916737.0,10923996820.0,358899408.0
5,5,5,Trái phiếu NVLBOND2019-01,876.452,87.807.078.481,91.455.729.139,3.648.650.658,2.587.377.528,,876452.0,87807078481.0,91455729139.0,3648650658.0,2587377528.0
5,5,5,Trái phiếu MATTROIPHUQUOCBOND2018,1.213,123.258.446.394,125.356.133.030,2.097.686.636,4.311.894.124,,1213.0,123258446394.0,125356133030.0,2097686636.0,4311894124.0
5,5,5,Trái phiếu HPXBOND2018-01,2.291.053,239.042.237.108,240.632.553.700,1.590.316.592,337.800.466,,2291053.0,239042237108.0,240632553700.0,1590316592.0,337800466.0
5,5,5,Trái phiếu BDIBOND2019-01,369.612,36.969.301.440,38.227.028.191,1.257.726.751,-,,369612.0,36969301440.0,38227028191.0,1257726751.0,
5,5,5,Trái phiếu chưa niêm yết khác,2.227.193,225.344.784.187,227.177.344.793,1.832.560.606,142.375.195,,2227193.0,225344784187.0,227177344793.0,1832560606.0,142375195.0
6,6,6,Chứng quyền,112.560.300,233.190.730.307,255.944.814.638,26.589.235.561,2.900.836.731,,112560300.0,233190730307.0,255944814638.0,26589235561.0,2900836731.0
6,6,6,Đáo hạn chứng quyền CHPG2019,129.160,,,1.073.479.585,-,,129160.0,,,1073479585.0,
6,6,6,Đáo hạn chứng quyền CMWG2009,413.660,,,822.452.736,-,,413660.0,,,822452736.0,
6,6,6,Đáo hạn chứng quyền khác,1.340.270,,,1.939.218.909,2.900.836.731,,1340270.0,,,1939218909.0,2900836731.0
6,6,6,Mua chứng quyền CHPG2019,11.089.380,33.214.073.149,37.783.632.800,4.569.559.651,-,,11089380.0,33214073149.0,37783632800.0,4569559651.0,
6,6,6,Mua chứng quyền CMSN2008,2.426.170,5.629.280.326,8.929.975.800,3.300.695.474,-,,2426170.0,5629280326.0,8929975800.0,3300695474.0,
6,6,6,Mua chứng quyền CSTB2009,4.994.850,15.836.442.696,17.455.740.900,1.619.298.204,-,,4994850.0,15836442696.0,17455740900.0,1619298204.0,
6,6,6,Mua chứng quyền CTCB2008,3.854.370,7.300.694.552,8.667.895.600,1.367.201.048,-,,3854370.0,7300694552.0,8667895600.0,1367201048.0,
6,6,6,Mua chứng quyền CTCB2011,1.614.530,6.256.393.600,7.617.966.600,1.361.573.000,-,,1614530.0,6256393600.0,7617966600.0,1361573000.0,
6,6,6,Mua chứng quyền CFPT1908,5.251.990,7.261.727.005,8.511.721.100,1.249.994.095,-,,5251990.0,7261727005.0,8511721100.0,1249994095.0,
6,6,6,Mua một số chứng quyền khác,81.445.920,157.692.118.979,166.977.881.838,9.285.762.859,-,,81445920.0,157692118979.0,166977881838.0,9285762859.0,
7,7,7,Hợp đồng tương lai,,,,14.492.120.000,869.680.000,,,,,14492120000.0,869680000.0
,,,Tổng cộng,173.852.781,5.629.947.598.370,5.723.711.760.002,112.091.432.862,99.965.441.796,,173852781.0,5629947598370.0,5723711760002.0,112091432862.0,99965441796.0
